123,4.573333d0
124,4.545251d0
125,1.999501d0
126,1.967629d0
127,1.935757d0
128,1.903885d0
129,1.872013d0
130,0.9500455d0
131,0.9513531d0
132,0.9526608d0
133,0.9696117d0
134,1.002206d0
135,0.589874d0
136,0.6084538d0
137,0.6307627d0
138,0.6477792d0
139,0.6582603d0
140,0.4092658d0
141,0.4156802d0
142,0.4220946d0
143,0.4290228d0
144,0.4310134d0
145,0.2791255d0
146,0.2804087d0
147,0.2816919d0
148,0.2829263d0
149,0.2841118d0
150,0.1916087d0
151,0.1924049d0
152,0.1932011d0
153,0.192436d0
154,0.1901487d0
155,0.1303719d0
156,0.1287845d0
157,0.1271971d0
158,0.1262905d0
159,0.1260644d0
160,0.08966618d0
161,0.08950514d0
162,0.0893441d0
163,0.0888156d0
164,0.08816139d0
165,0.06375533d0
166,0.06327869d0
167,0.06280205d0
168,0.06279439d0
169,0.06338309d0
170,0.04752631d0
171,0.04796367d0
172,0.04840104d0
173,0.04889099d0
174,0.0491759d0
175,0.03732722d0
176,0.03754224d0
177,0.03775726d0
178,0.0381852d0
179,0.03882607d0
180,0.03021645d0
181,0.03070711d0
182,0.03119777d0
183,0.03166104d0
184,0.03230882d0
185,0.02553754d0
186,0.02603949d0
187,0.02654145d0
188,0.02705788d0
189,0.0275888d0
190,0.02202175d0
191,0.02243754d0
192,0.02285332d0
193,0.02333458d0
194,0.02385385d0
195,0.01927687d0
196,0.01968757d0
197,0.02009827d0
198,0.02061586d0
199,0.02119118d0
200,0.01737138d0
201,0.01783052d0
202,0.01828967d0
203,0.01880975d0
204,0.01939078d0
205,0.01605541d0
206,0.0165225d0
207,0.01698959d0
208,0.01751437d0
209,0.01817098d0
210,0.0152413d0
211,0.01577284d0
212,0.01630438d0
213,0.0168412d0
214,0.01740379d0
215,0.01463952d0
216,0.01509793d0
217,0.01555634d0
218,0.01601219d0
219,0.0165409d0
220,0.01398442d0
221,0.01441758d0
222,0.01485073d0
223,0.01532309d0
224,0.01576634d0
225,0.01333862d0
226,0.01370336d0
227,0.01406811d0
228,0.01450844d0
229,0.01502438d0
230,0.01287661d0
231,0.01330411d0
232,0.01373161d0
233,0.01412452d0
234,0.01452582d0
235,0.01239098d0
236,0.0127241d0
237,0.01305722d0
238,0.01305722d0
239,0.01305722d0
240,0.01089522d0
241,0.01089522d0
242,0.01089522d0
245,3.859542d0
246,3.831459d0
247,1.683545d0
248,1.73161d0
249,1.779675d0
250,1.80165d0
251,1.797533d0
252,0.9259213d0
253,0.927229d0
254,0.9285366d0
255,0.9454876d0
256,0.9802623d0
257,0.5823374d0
258,0.6058893d0
259,0.6294413d0
260,0.6464578d0
261,0.6569389d0
262,0.4084571d0
263,0.4148715d0
264,0.4167281d0
265,0.4236563d0
266,0.4356562d0
267,0.2821184d0
268,0.2834015d0
269,0.2846847d0
270,0.2859191d0
271,0.2871046d0
272,0.1936187d0
273,0.1944149d0
274,0.1935622d0
275,0.1927972d0
276,0.1921197d0
277,0.1317398d0
278,0.1301524d0
