6.5000d1	8.9285d1
6.5202d1	9.6454d1
6.6237d1	1.0085d2
6.6968d1	9.4568d1
6.7417d1	8.6817d1
6.7765d1	7.8378d1
6.8003d1	7.0797d1
6.8270d1	6.3055d1
6.8484d1	5.5589d1
6.9160d1	4.8505d1
7.0195d1	5.2686d1
7.0715d1	5.9781d1
7.1179d1	6.6945d1
7.2200d1	7.1202d1
7.2875d1	6.4760d1
7.3057d1	5.7214d1
7.3885d1	5.1637d1
7.4778d1	4.6121d1
7.6041d1	4.2811d1
7.7259d1	4.3631d1
7.8538d1	4.5256d1
7.9779d1	4.5007d1
8.1095d1	4.3096d1
8.2496d1	4.2162d1
8.3625d1	4.5233d1
8.4732d1	5.0027d1
8.5975d1	5.0951d1
8.7246d1	4.7462d1
8.8120d1	5.3991d1
8.8395d1	6.1742d1
8.8597d1	6.9198d1
8.8943d1	7.7654d1
8.9631d1	8.4254d1
9.0482d1	7.8721d1
9.1021d1	7.1471d1
9.1630d1	6.4006d1
9.2848d1	6.2562d1
9.4127d1	6.2002d1
9.5345d1	5.9752d1
9.6585d1	5.5751d1
9.7527d1	5.0845d1
9.8194d1	4.4300d1
9.8750d1	3.7217d1
9.9607d1	3.1557d1
1.0091d2	3.1411d1
1.0204d2	3.4956d1
1.0325d2	3.8283d1
1.0448d2	4.0287d1
1.0575d2	3.7960d1
1.0704d2	3.4575d1
1.0852d2	3.6456d1
1.1000d2	3.7196d1
