8.0000d1	8.1404d-2
8.0294d1	8.5546d-2
8.0763d1	9.0024d-2
8.1429d1	8.7883d-2
8.1908d1	8.3445d-2
8.2427d1	7.9344d-2
8.2742d1	7.7751d-2
8.3110d1	8.0967d-2
8.3631d1	8.4811d-2
8.4048d1	8.4961d-2
8.4297d1	8.3054d-2
8.4607d1	7.8070d-2
8.4846d1	7.2809d-2
8.5031d1	6.7271d-2
8.5212d1	6.1456d-2
8.5381d1	5.5918d-2
8.5585d1	5.0103d-2
8.5810d1	4.4704d-2
8.6187d1	3.9704d-2
8.6869d1	4.0306d-2
8.7266d1	4.5119d-2
8.7622d1	5.0067d-2
8.7971d1	5.4886d-2
8.8411d1	5.9403d-2
8.8859d1	6.4084d-2
8.9195d1	6.9209d-2
8.9422d1	7.4725d-2
8.9570d1	8.0285d-2
8.9672d1	8.5823d-2
8.9787d1	9.1361d-2
8.9892d1	9.7176d-2
8.9996d1	1.0299d-1
9.0054d1	1.0853d-1
9.0104d1	1.1407d-1
9.0231d1	1.1960d-1
9.0278d1	1.2514d-1
9.0405d1	1.3068d-1
9.0448d1	1.3636d-1
9.0481d1	1.4203d-1
9.0511d1	1.4757d-1
9.0655d1	1.5309d-1
9.0769d1	1.5892d-1
9.0838d1	1.6446d-1
9.0907d1	1.7000d-1
9.0999d1	1.7803d-1
9.1119d1	1.7235d-1
9.1221d1	1.6682d-1
9.1290d1	1.6128d-1
9.1382d1	1.5560d-1
9.1544d1	1.5006d-1
9.1704d1	1.4466d-1
9.1769d1	1.3913d-1
9.1803d1	1.3359d-1
9.1872d1	1.2805d-1
9.1906d1	1.2251d-1
9.1940d1	1.1697d-1
9.1975d1	1.1144d-1
9.1992d1	1.0590d-1
9.2057d1	1.0022d-1
9.2180d1	9.4268d-2
9.2283d1	8.8730d-2
9.2396d1	8.3054d-2
9.2488d1	7.7101d-2
9.3053d1	7.3778d-2
9.3317d1	7.7067d-2
9.3708d1	7.9314d-2
9.4210d1	7.8846d-2
9.4551d1	7.3639d-2
9.4818d1	6.8378d-2
9.5165d1	6.3085d-2
9.5516d1	6.0456d-2
9.5845d1	6.4225d-2
9.6086d1	6.9486d-2
9.6288d1	7.4885d-2
9.6459d1	8.0285d-2
9.6631d1	8.5684d-2
9.6733d1	9.1361d-2
9.7045d1	9.6345d-2
9.7247d1	1.0202d-1
9.7360d1	1.0555d-1
9.7722d1	1.0594d-1
9.7945d1	1.0232d-1
9.8034d1	9.8699d-2
9.8240d1	9.3161d-2
9.8377d1	8.7623d-2
9.8496d1	8.1946d-2
9.8582d1	7.6270d-2
9.8728d1	7.0732d-2
9.8799d1	6.5194d-2
9.8890d1	5.9656d-2
9.9075d1	5.4256d-2
9.9301d1	4.8441d-2
9.9515d1	4.3180d-2
9.9892d1	3.8168d-2
1.0045d2	3.4514d-2
1.0113d2	3.5361d-2
1.0182d2	3.5771d-2
1.0243d2	3.2797d-2
1.0315d2	3.2520d-2
1.0380d2	3.5331d-2
1.0449d2	3.5808d-2
1.0521d2	3.5607d-2
1.0582d2	3.8111d-2
1.0644d2	4.0598d-2
1.0717d2	4.1104d-2
1.0784d2	3.9442d-2
1.0849d2	3.6673d-2
1.0891d2	3.5573d-2
1.0921d2	3.6438d-2
1.0964d2	3.9612d-2
1.1000d2	4.5034d-2
