Mcdm	X=Enu/Mcdm	1		2		3		4               5		6		21		24		23              15		12		14		16
3.0	0.005		0.000000E+00	0.000000E+00	0.000000E+00	3.498157E-03	0.000000E+00	0.000000E+00	9.726286E-06	0.000000E+00	0.000000E+00	4.799653E-02	4.903194E-05	3.939067E-05	1.946221E-05
3.0	0.015		0.000000E+00	0.000000E+00	0.000000E+00	2.094427E-02	0.000000E+00	0.000000E+00	6.891671E-05	0.000000E+00	0.000000E+00	1.128078E-01	2.066956E-04	2.356162E-04	2.767970E-04
3.0	0.025		0.000000E+00	0.000000E+00	0.000000E+00	4.982164E-02	0.000000E+00	0.000000E+00	1.581966E-04	0.000000E+00	0.000000E+00	2.084534E-01	4.239906E-04	4.627745E-04	4.827899E-04
3.0	0.035		0.000000E+00	0.000000E+00	0.000000E+00	8.454195E-02	0.000000E+00	0.000000E+00	3.056880E-04	0.000000E+00	0.000000E+00	3.196244E-01	8.076846E-04	6.900493E-04	6.612575E-04
3.0	0.045		0.000000E+00	0.000000E+00	0.000000E+00	1.180046E-01	0.000000E+00	0.000000E+00	3.548429E-04	0.000000E+00	0.000000E+00	4.349526E-01	1.171394E-03	1.152199E-03	9.850326E-04
3.0	0.055		0.000000E+00	0.000000E+00	0.000000E+00	1.518487E-01	0.000000E+00	0.000000E+00	4.145244E-04	0.000000E+00	0.000000E+00	5.570920E-01	1.466033E-03	1.407638E-03	1.509454E-03
3.0	0.065		0.000000E+00	0.000000E+00	0.000000E+00	1.922590E-01	0.000000E+00	0.000000E+00	5.723036E-04	0.000000E+00	0.000000E+00	6.938239E-01	1.567877E-03	1.608171E-03	1.735733E-03
3.0	0.075		0.000000E+00	0.000000E+00	0.000000E+00	2.227152E-01	0.000000E+00	0.000000E+00	7.971072E-04	0.000000E+00	0.000000E+00	8.312965E-01	1.683561E-03	1.655929E-03	1.684364E-03
3.0	0.085		0.000000E+00	0.000000E+00	0.000000E+00	2.547229E-01	0.000000E+00	0.000000E+00	7.692937E-04	0.000000E+00	0.000000E+00	1.000032E+00	1.813465E-03	1.880402E-03	1.903114E-03
3.0	0.095		0.000000E+00	0.000000E+00	0.000000E+00	2.765312E-01	0.000000E+00	0.000000E+00	8.952078E-04	0.000000E+00	0.000000E+00	1.080097E+00	2.115483E-03	1.949529E-03	2.009412E-03
3.0	0.105		0.000000E+00	0.000000E+00	0.000000E+00	2.811662E-01	0.000000E+00	0.000000E+00	9.069388E-04	0.000000E+00	0.000000E+00	1.095981E+00	1.891259E-03	1.968038E-03	2.030258E-03
3.0	0.115		0.000000E+00	0.000000E+00	0.000000E+00	2.914490E-01	0.000000E+00	0.000000E+00	1.053411E-03	0.000000E+00	0.000000E+00	1.095203E+00	2.020286E-03	2.117584E-03	2.153616E-03
3.0	0.125		0.000000E+00	0.000000E+00	0.000000E+00	2.953848E-01	0.000000E+00	0.000000E+00	8.873278E-04	0.000000E+00	0.000000E+00	1.085850E+00	2.146500E-03	2.155666E-03	2.400248E-03
3.0	0.135		0.000000E+00	0.000000E+00	0.000000E+00	2.935074E-01	0.000000E+00	0.000000E+00	8.970711E-04	0.000000E+00	0.000000E+00	1.078731E+00	2.099287E-03	2.283876E-03	2.109016E-03
3.0	0.145		0.000000E+00	0.000000E+00	0.000000E+00	2.871513E-01	0.000000E+00	0.000000E+00	9.349191E-04	0.000000E+00	0.000000E+00	1.054720E+00	2.119696E-03	1.783644E-03	1.937835E-03
3.0	0.155		0.000000E+00	0.000000E+00	0.000000E+00	2.823164E-01	0.000000E+00	0.000000E+00	7.966831E-04	0.000000E+00	0.000000E+00	1.036237E+00	2.294674E-03	2.068867E-03	2.362674E-03
3.0	0.165		0.000000E+00	0.000000E+00	0.000000E+00	2.708978E-01	0.000000E+00	0.000000E+00	1.044007E-03	0.000000E+00	0.000000E+00	1.020308E+00	2.308172E-03	2.019868E-03	2.077819E-03
3.0	0.175		0.000000E+00	0.000000E+00	0.000000E+00	2.612314E-01	0.000000E+00	0.000000E+00	8.862562E-04	0.000000E+00	0.000000E+00	1.004491E+00	2.080609E-03	2.087915E-03	2.076905E-03
3.0	0.185		0.000000E+00	0.000000E+00	0.000000E+00	2.485402E-01	0.000000E+00	0.000000E+00	9.063451E-04	0.000000E+00	0.000000E+00	9.822588E-01	2.264715E-03	1.880809E-03	2.197614E-03
