#http://arxiv.org/abs/1605.07940
#M. Fairbairn et al.
#'Constraints on Z' models from LHC dijet searches'
#m_Z' Gamma/m_Z'  j_95%
#[GeV]
 500   0.005   0.004839746
 500   0.010   0.002710516
 500   0.015   0.002165072
 500   0.020   0.002026693
 500   0.025   0.002057844
 500   0.030   0.002178313
 500   0.035   0.002353139
 500   0.040   0.002564476
 500   0.045   0.002802168
 500   0.050   0.003059948
 500   0.055   0.003333701
 500   0.060   0.003620589
 500   0.065   0.003918572
 500   0.070   0.004226135
 500   0.075   0.004542119
 500   0.080   0.004865614
 500   0.085   0.005195893
 500   0.090   0.005532364
 500   0.095   0.005874534
 500   0.100   0.006221991
 500   0.105   0.006574384
 500   0.110   0.006931409
 500   0.115   0.007292804
 500   0.120   0.007658338
 500   0.125   0.008027806
 500   0.130   0.008401026
 500   0.135   0.008777836
 500   0.140   0.009158088
 500   0.145   0.009541650
 500   0.150   0.009928398
 500   0.155   0.010318222
 500   0.160   0.010711019
 500   0.165   0.011106694
 500   0.170   0.011505161
 500   0.175   0.011906336
 500   0.180   0.012310146
 500   0.185   0.012716517
 500   0.190   0.013125385
 500   0.195   0.013536685
 500   0.200   0.013950360
 500   0.205   0.014366354
 500   0.210   0.014784615
 500   0.215   0.015205092
 500   0.220   0.015627738
 500   0.225   0.016052509
 500   0.230   0.016479361
 500   0.235   0.016908255
 500   0.240   0.017339151
 500   0.245   0.017772012
 500   0.250   0.018206802
 500   0.255   0.018643488
 500   0.260   0.019082036
 500   0.265   0.019522417
 500   0.270   0.019964598
 500   0.275   0.020408552
 500   0.280   0.020854250
 500   0.285   0.021301666
 500   0.290   0.021750773
 500   0.295   0.022201547
 500   0.300   0.022653964
 550   0.005   0.006648518
 550   0.010   0.004495361
 550   0.015   0.004150342
 550   0.020   0.004230447
 550   0.025   0.004466863
 550   0.030   0.004773152
 550   0.035   0.005113868
 550   0.040   0.005472201
 550   0.045   0.005839381
 550   0.050   0.006210526
 550   0.055   0.006582790
 550   0.060   0.006954468
 550   0.065   0.007324518
 550   0.070   0.007692305
 550   0.075   0.008057447
 550   0.080   0.008419724
 550   0.085   0.008779021
 550   0.090   0.009135293
 550   0.095   0.009488540
 550   0.100   0.009838793
 550   0.105   0.010186102
 550   0.110   0.010530530
 550   0.115   0.010872148
 550   0.120   0.011211029
 550   0.125   0.011547252
 550   0.130   0.011880893
 550   0.135   0.012212029
 550   0.140   0.012540734
 550   0.145   0.012867082
 550   0.150   0.013191143
 550   0.155   0.013512986
 550   0.160   0.013832677
 550   0.165   0.014150279
 550   0.170   0.014465852
 550   0.175   0.014779455
 550   0.180   0.015091143
 550   0.185   0.015400970
 550   0.190   0.015708987
 550   0.195   0.016015243
 550   0.200   0.016319785
 550   0.205   0.016622658
 550   0.210   0.016923904
 550   0.215   0.017223566
 550   0.220   0.017521682
 550   0.225   0.017818291
 550   0.230   0.018113429
 550   0.235   0.018407131
 550   0.240   0.018699430
 550   0.245   0.018990360
 550   0.250   0.019279950
 550   0.255   0.019568231
 550   0.260   0.019855232
 550   0.265   0.020140980
 550   0.270   0.020425501
 550   0.275   0.020708823
 550   0.280   0.020990968
 550   0.285   0.021271962
 550   0.290   0.021551827
 550   0.295   0.021830586
 550   0.300   0.022108259
 600   0.005   0.002775306
 600   0.010   0.003796376
 600   0.015   0.004559930
 600   0.020   0.005193109
 600   0.025   0.005744185
 600   0.030   0.006237584
 600   0.035   0.006687669
 600   0.040   0.007103718
 600   0.045   0.007492132
 600   0.050   0.007857542
 600   0.055   0.008203425
 600   0.060   0.008532469
 600   0.065   0.008846803
 600   0.070   0.009148145
 600   0.075   0.009437907
 600   0.080   0.009717264
 600   0.085   0.009987207
 600   0.090   0.010248580
 600   0.095   0.010502110
 600   0.100   0.010748428
 600   0.105   0.010988085
 600   0.110   0.011221566
 600   0.115   0.011449300
 600   0.120   0.011671669
 600   0.125   0.011889017
 600   0.130   0.012101651
 600   0.135   0.012309848
 600   0.140   0.012513860
 600   0.145   0.012713918
 600   0.150   0.012910229
 600   0.155   0.013102986
 600   0.160   0.013292365
 600   0.165   0.013478527
 600   0.170   0.013661623
 600   0.175   0.013841791
 600   0.180   0.014019159
 600   0.185   0.014193847
 600   0.190   0.014365967
 600   0.195   0.014535621
 600   0.200   0.014702908
 600   0.205   0.014867918
 600   0.210   0.015030738
 600   0.215   0.015191446
 600   0.220   0.015350119
 600   0.225   0.015506827
 600   0.230   0.015661639
 600   0.235   0.015814616
 600   0.240   0.015965821
 600   0.245   0.016115308
 600   0.250   0.016263133
 600   0.255   0.016409347
 600   0.260   0.016553997
 600   0.265   0.016697131
 600   0.270   0.016838793
 600   0.275   0.016979024
 600   0.280   0.017117864
 600   0.285   0.017255353
 600   0.290   0.017391525
 600   0.295   0.017526417
 600   0.300   0.017660062
 650   0.005   0.006152777
 650   0.010   0.004449678
 650   0.015   0.004149629
 650   0.020   0.004161663
 650   0.025   0.004280673
 650   0.030   0.004443141
 650   0.035   0.004624136
 650   0.040   0.004812439
 650   0.045   0.005002560
 650   0.050   0.005191681
 650   0.055   0.005378330
 650   0.060   0.005561749
 650   0.065   0.005741579
 650   0.070   0.005917682
 650   0.075   0.006090051
 650   0.080   0.006258754
 650   0.085   0.006423898
 650   0.090   0.006585613
 650   0.095   0.006744038
 650   0.100   0.006899317
 650   0.105   0.007051590
 650   0.110   0.007200993
 650   0.115   0.007347658
 650   0.120   0.007491710
 650   0.125   0.007633265
 650   0.130   0.007772435
 650   0.135   0.007909325
 650   0.140   0.008044033
 650   0.145   0.008176651
 650   0.150   0.008307268
 650   0.155   0.008435963
 650   0.160   0.008562814
 650   0.165   0.008687894
 650   0.170   0.008811270
 650   0.175   0.008933005
 650   0.180   0.009053161
 650   0.185   0.009171795
 650   0.190   0.009288960
 650   0.195   0.009404707
 650   0.200   0.009519084
 650   0.205   0.009632137
 650   0.210   0.009743909
 650   0.215   0.009854442
 650   0.220   0.009963773
 650   0.225   0.010071940
 650   0.230   0.010178978
 650   0.235   0.010284921
 650   0.240   0.010389800
 650   0.245   0.010493647
 650   0.250   0.010596489
 650   0.255   0.010698356
 650   0.260   0.010799273
 650   0.265   0.010899266
 650   0.270   0.010998359
 650   0.275   0.011096575
 650   0.280   0.011193937
 650   0.285   0.011290467
 650   0.290   0.011386184
 650   0.295   0.011481108
 650   0.300   0.011575258
 700   0.005   0.002107828
 700   0.010   0.002759470
 700   0.015   0.003230433
 700   0.020   0.003612569
 700   0.025   0.003939840
 700   0.030   0.004229131
 700   0.035   0.004490233
 700   0.040   0.004729405
 700   0.045   0.004950923
 700   0.050   0.005157854
 700   0.055   0.005352487
 700   0.060   0.005536580
 700   0.065   0.005711515
 700   0.070   0.005878403
 700   0.075   0.006038152
 700   0.080   0.006191516
 700   0.085   0.006339125
 700   0.090   0.006481516
 700   0.095   0.006619149
 700   0.100   0.006752421
 700   0.105   0.006881678
 700   0.110   0.007007225
 700   0.115   0.007129330
 700   0.120   0.007248231
 700   0.125   0.007364139
 700   0.130   0.007477247
 700   0.135   0.007587725
 700   0.140   0.007695730
 700   0.145   0.007801400
 700   0.150   0.007904866
 700   0.155   0.008006244
 700   0.160   0.008105642
 700   0.165   0.008203159
 700   0.170   0.008298885
 700   0.175   0.008392905
 700   0.180   0.008485297
 700   0.185   0.008576132
 700   0.190   0.008665479
 700   0.195   0.008753400
 700   0.200   0.008839953
 700   0.205   0.008925193
 700   0.210   0.009009171
 700   0.215   0.009091935
 700   0.220   0.009173531
 700   0.225   0.009254001
 700   0.230   0.009333385
 700   0.235   0.009411721
 700   0.240   0.009489044
 700   0.245   0.009565388
 700   0.250   0.009640786
 700   0.255   0.009715268
 700   0.260   0.009788861
 700   0.265   0.009861595
 700   0.270   0.009933494
 700   0.275   0.010004584
 700   0.280   0.010074888
 700   0.285   0.010144429
 700   0.290   0.010213227
 700   0.295   0.010281305
 700   0.300   0.010348680
 750   0.005   0.002326261
 750   0.010   0.003016994
 750   0.015   0.003512579
 750   0.020   0.003912826
 750   0.025   0.004254430
 750   0.030   0.004555565
 750   0.035   0.004826740
 750   0.040   0.005074656
 750   0.045   0.005303882
 750   0.050   0.005517692
 750   0.055   0.005718523
 750   0.060   0.005908242
 750   0.065   0.006088321
 750   0.070   0.006259937
 750   0.075   0.006424053
 750   0.080   0.006581467
 750   0.085   0.006732846
 750   0.090   0.006878757
 750   0.095   0.007019686
 750   0.100   0.007156053
 750   0.105   0.007288223
 750   0.110   0.007416516
 750   0.115   0.007541214
 750   0.120   0.007662568
 750   0.125   0.007780803
 750   0.130   0.007896117
 750   0.135   0.008008693
 750   0.140   0.008118692
 750   0.145   0.008226262
 750   0.150   0.008331539
 750   0.155   0.008434645
 750   0.160   0.008535693
 750   0.165   0.008634786
 750   0.170   0.008732020
 750   0.175   0.008827483
 750   0.180   0.008921257
 750   0.185   0.009013416
 750   0.190   0.009104032
 750   0.195   0.009193170
 750   0.200   0.009280890
 750   0.205   0.009367251
 750   0.210   0.009452305
 750   0.215   0.009536103
 750   0.220   0.009618691
 750   0.225   0.009700115
 750   0.230   0.009780416
 750   0.235   0.009859633
 750   0.240   0.009937804
 750   0.245   0.010014964
 750   0.250   0.010091146
 750   0.255   0.010166381
 750   0.260   0.010240701
 750   0.265   0.010314132
 750   0.270   0.010386703
 750   0.275   0.010458438
 750   0.280   0.010529363
 750   0.285   0.010599502
 750   0.290   0.010668875
 750   0.295   0.010737504
 750   0.300   0.010805411
 800   0.005   0.002499983
 800   0.010   0.003267546
 800   0.015   0.003821589
 800   0.020   0.004270773
 800   0.025   0.004655238
 800   0.030   0.004994922
 800   0.035   0.005301388
 800   0.040   0.005582019
 800   0.045   0.005841858
 800   0.050   0.006084524
 800   0.055   0.006312715
 800   0.060   0.006528501
 800   0.065   0.006733514
 800   0.070   0.006929061
 800   0.075   0.007116211
 800   0.080   0.007295852
 800   0.085   0.007468728
 800   0.090   0.007635469
 800   0.095   0.007796618
 800   0.100   0.007952641
 800   0.105   0.008103947
 800   0.110   0.008250893
 800   0.115   0.008393794
 800   0.120   0.008532932
 800   0.125   0.008668555
 800   0.130   0.008800888
 800   0.135   0.008930134
 800   0.140   0.009056473
 800   0.145   0.009180073
 800   0.150   0.009301085
 800   0.155   0.009419645
 800   0.160   0.009535881
 800   0.165   0.009649908
 800   0.170   0.009761834
 800   0.175   0.009871757
 800   0.180   0.009979769
 800   0.185   0.010085955
 800   0.190   0.010190394
 800   0.195   0.010293160
 800   0.200   0.010394321
 800   0.205   0.010493942
 800   0.210   0.010592082
 800   0.215   0.010688799
 800   0.220   0.010784145
 800   0.225   0.010878170
 800   0.230   0.010970921
 800   0.235   0.011062443
 800   0.240   0.011152777
 800   0.245   0.011241964
 800   0.250   0.011330041
 800   0.255   0.011417043
 800   0.260   0.011503004
 800   0.265   0.011587957
 800   0.270   0.011671931
 800   0.275   0.011754957
 800   0.280   0.011837061
 800   0.285   0.011918270
 800   0.290   0.011998609
 800   0.295   0.012078103
 800   0.300   0.012156774
 850   0.005   0.019106607
 850   0.010   0.009865965
 850   0.015   0.006932998
 850   0.020   0.005579152
 850   0.025   0.004858207
 850   0.030   0.004454528
