  0.499793E+00  0.000000E+00  0.686789E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.842387E+01  0.933355E+02  0.121233E+03  0.257302E+04  0.257313E+04  0.359796E+01  0.120011E+03  0.237278E+03  0.396845E+03  0.416758E+03  0.233961E+03  0.411191E+03  0.918661E+03  0.110382E+04  0.102154E+04  0.101756E+04  0.200165E+03  0.209080E+03  0.190331E+03
  0.499793E+00  0.000000E+00  0.727986E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.332695E+02  0.828254E+02  0.131664E+03  0.257225E+04  0.257238E+04  0.330478E+01  0.120091E+03  0.237562E+03  0.396701E+03  0.416475E+03  0.234254E+03  0.410887E+03  0.918246E+03  0.110384E+04  0.102107E+04  0.101800E+04  0.199515E+03  0.209745E+03  0.190282E+03
  0.499793E+00  0.000000E+00  0.755368E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.416694E+02  0.726973E+02  0.139203E+03  0.257187E+04  0.257200E+04  0.312822E+01  0.120140E+03  0.237735E+03  0.396614E+03  0.416303E+03  0.234433E+03  0.410701E+03  0.917999E+03  0.110385E+04  0.102078E+04  0.101827E+04  0.199079E+03  0.210184E+03  0.190254E+03
  0.499793E+00  0.000000E+00  0.701522E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.213217E+02  0.906625E+02  0.124430E+03  0.257275E+04  0.257286E+04  0.348905E+01  0.120041E+03  0.237383E+03  0.396792E+03  0.416654E+03  0.234069E+03  0.411079E+03  0.918515E+03  0.110384E+04  0.102137E+04  0.101773E+04  0.199933E+03  0.209318E+03  0.190313E+03
  0.499793E+00  0.000000E+00  0.697615E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.188249E+02  0.915414E+02  0.123476E+03  0.257282E+04  0.257294E+04  0.351747E+01  0.120033E+03  0.237356E+03  0.396806E+03  0.416681E+03  0.234041E+03  0.411108E+03  0.918554E+03  0.110384E+04  0.102141E+04  0.101768E+04  0.199995E+03  0.209255E+03  0.190317E+03
  0.499793E+00  0.000000E+00  0.703532E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.224894E+02  0.901731E+02  0.124941E+03  0.257271E+04  0.257283E+04  0.347455E+01  0.120045E+03  0.237397E+03  0.396785E+03  0.416640E+03  0.234084E+03  0.411064E+03  0.918495E+03  0.110384E+04  0.102134E+04  0.101775E+04  0.199901E+03  0.209351E+03  0.190310E+03
  0.499793E+00  0.000000E+00  0.689198E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.116081E+02  0.930329E+02  0.121667E+03  0.257297E+04  0.257309E+04  0.357983E+01  0.120016E+03  0.237295E+03  0.396837E+03  0.416741E+03  0.233979E+03  0.411173E+03  0.918637E+03  0.110382E+04  0.102151E+04  0.101759E+04  0.200127E+03  0.209119E+03  0.190328E+03
  0.499793E+00  0.000000E+00  0.707723E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.247299E+02  0.890822E+02  0.126040E+03  0.257263E+04  0.257275E+04  0.344460E+01  0.120053E+03  0.237426E+03  0.396770E+03  0.416611E+03  0.234114E+03  0.411033E+03  0.918452E+03  0.110384E+04  0.102129E+04  0.101779E+04  0.199835E+03  0.209418E+03  0.190305E+03
  0.499793E+00  0.000000E+00  0.715592E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.284082E+02  0.868203E+02  0.128187E+03  0.257246E+04  0.257258E+04  0.338933E+01  0.120068E+03  0.237480E+03  0.396743E+03  0.416557E+03  0.234169E+03  0.410975E+03  0.918369E+03  0.110384E+04  0.102120E+04  0.101788E+04  0.199711E+03  0.209545E+03  0.190296E+03
  0.499793E+00  0.000000E+00  0.768991E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.450969E+02  0.670799E+02  0.142757E+03  0.257171E+04  0.257184E+04  0.304528E+01  0.120163E+03  0.237817E+03  0.396572E+03  0.416221E+03  0.234517E+03  0.410614E+03  0.917887E+03  0.110386E+04  0.102065E+04  0.101840E+04  0.198862E+03  0.210401E+03  0.190241E+03
