  0.499793E+00  0.000000E+00  0.686787E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.125655E+05 -0.120468E+06  0.620455E+02  0.970491E+00  0.122327E+03  0.284890E-01  0.818917E+01  0.998883E+00  0.256234E+04  0.347045E+01  0.635217E-02  0.502011E-01  0.938591E+00  0.119998E+03  0.971296E+00  0.192153E-01  0.837418E-02  0.237096E+03  0.817858E-02  0.136086E+00  0.105005E-01  0.233731E+03  0.843728E+03  0.102406E+04  0.918040E+03  0.200075E+03  0.190227E+03  0.177443E+02
  0.497083E+00  0.000000E+00  0.689370E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.195951E+05 -0.199647E+06  0.616990E+02  0.964128E+00  0.122602E+03  0.348628E-01  0.120868E+02  0.998895E+00  0.256239E+04  0.341513E+01  0.628413E-02  0.496929E-01  0.939217E+00  0.119993E+03  0.971355E+00  0.192369E-01  0.828965E-02  0.237089E+03  0.818170E-02  0.136198E+00  0.104004E-01  0.233751E+03  0.843728E+03  0.102406E+04  0.918027E+03  0.200034E+03  0.190224E+03  0.172116E+02
  0.485303E+00  0.000000E+00  0.692093E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.275333E+05 -0.482677E+06  0.623371E+02  0.957940E+00  0.122759E+03  0.410972E-01  0.220204E+02  0.998947E+00  0.256263E+04  0.324439E+01  0.599141E-02  0.475035E-01  0.941916E+00  0.119952E+03  0.971530E+00  0.193874E-01  0.792878E-02  0.236994E+03  0.826267E-02  0.136889E+00  0.994807E-02  0.233773E+03  0.843728E+03  0.102406E+04  0.918021E+03  0.199992E+03  0.190219E+03  0.180222E+02
  0.493907E+00  0.000000E+00  0.690727E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.233821E+05 -0.280060E+06  0.617053E+02  0.960809E+00  0.122726E+03  0.381937E-01  0.154341E+02  0.998909E+00  0.256245E+04  0.336387E+01  0.620461E-02  0.490989E-01  0.939949E+00  0.119983E+03  0.971409E+00  0.192734E-01  0.819154E-02  0.237067E+03  0.819871E-02  0.136371E+00  0.102792E-01  0.233762E+03  0.843728E+03  0.102406E+04  0.918023E+03  0.200013E+03  0.190222E+03  0.172995E+02
  0.498717E+00  0.000000E+00  0.689342E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.194559E+05 -0.163458E+06  0.615135E+02  0.964056E+00  0.122627E+03  0.349281E-01  0.992444E+01  0.998888E+00  0.256235E+04  0.343645E+01  0.632533E-02  0.499997E-01  0.938839E+00  0.119999E+03  0.971334E+00  0.192136E-01  0.834008E-02  0.237105E+03  0.816757E-02  0.136093E+00  0.104646E-01  0.233751E+03  0.843728E+03  0.102406E+04  0.918027E+03  0.200035E+03  0.190224E+03  0.169428E+02
  0.494733E+00  0.000000E+00  0.689351E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.196372E+05 -0.251498E+06  0.619798E+02  0.964387E+00  0.122560E+03  0.346127E-01  0.146400E+02  0.998906E+00  0.256244E+04  0.338499E+01  0.622506E-02  0.492525E-01  0.939761E+00  0.119984E+03  0.971386E+00  0.192708E-01  0.821730E-02  0.237065E+03  0.820247E-02  0.136351E+00  0.103081E-01  0.233751E+03  0.843728E+03  0.102406E+04  0.918028E+03  0.200035E+03  0.190223E+03  0.175649E+02
  0.496714E+00  0.000000E+00  0.687455E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.144507E+05 -0.193400E+06  0.622358E+02  0.969078E+00  0.122357E+03  0.299146E-01  0.125236E+02  0.998897E+00  0.256240E+04  0.342521E+01  0.627453E-02  0.496227E-01  0.939305E+00  0.119987E+03  0.971343E+00  0.192551E-01  0.827885E-02  0.237070E+03  0.820029E-02  0.136269E+00  0.103810E-01  0.233736E+03  0.843728E+03  0.102406E+04  0.918036E+03  0.200065E+03  0.190226E+03  0.179143E+02
  0.485844E+00  0.000000E+00  0.688796E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.184696E+05 -0.446353E+06  0.631388E+02  0.966611E+00  0.122343E+03  0.324241E-01  0.216687E+02  0.998944E+00  0.256263E+04  0.327558E+01  0.600411E-02  0.476017E-01  0.941797E+00  0.119947E+03  0.971493E+00  0.194018E-01  0.794598E-02  0.236974E+03  0.828435E-02  0.136934E+00  0.996081E-02  0.233747E+03  0.843728E+03  0.102406E+04  0.918032E+03  0.200044E+03  0.190223E+03  0.186242E+02
  0.490988E+00  0.000000E+00  0.689095E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.190909E+05 -0.332937E+06  0.624798E+02  0.965387E+00  0.122465E+03  0.336279E-01  0.179546E+02  0.998922E+00  0.256252E+04  0.333891E+01  0.613151E-02  0.485544E-01  0.940622E+00  0.119968E+03  0.971431E+00  0.193262E-01  0.810261E-02  0.237026E+03  0.823723E-02  0.136598E+00  0.101612E-01  0.233749E+03  0.843728E+03  0.102406E+04  0.918029E+03  0.200039E+03  0.190223E+03  0.180844E+02
  0.494175E+00  0.000000E+00  0.687715E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.152287E+05 -0.251625E+06  0.624629E+02  0.968638E+00  0.122347E+03  0.303647E-01  0.151813E+02  0.998908E+00  0.256246E+04  0.339038E+01  0.621083E-02  0.491476E-01  0.939891E+00  0.119978E+03  0.971378E+00  0.192898E-01  0.820064E-02  0.237047E+03  0.822047E-02  0.136427E+00  0.102821E-01  0.233738E+03  0.843728E+03  0.102406E+04  0.918035E+03  0.200061E+03  0.190225E+03  0.181333E+02
