  0.499793E+00  0.000000E+00  0.642442E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.114384E+06  0.238385E+06  0.613424E+02  0.956181E+00  0.122960E+03  0.428121E-01  0.818734E+01  0.998884E+00  0.256253E+04  0.384320E+01  0.634245E-02  0.501776E-01  0.938649E+00  0.119898E+03  0.970856E+00  0.195369E-01  0.838597E-02  0.236735E+03  0.856370E-02  0.137250E+00  0.103746E-01  0.233356E+03  0.843738E+03  0.102407E+04  0.919092E+03  0.200775E+03  0.190288E+03  0.245922E+03
  0.499793E+00  0.000000E+00  0.642643E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.113774E+06  0.236661E+06  0.614040E+02  0.956832E+00  0.122928E+03  0.421610E-01  0.818736E+01  0.998884E+00  0.256252E+04  0.384140E+01  0.634251E-02  0.501777E-01  0.938649E+00  0.119898E+03  0.970858E+00  0.195354E-01  0.838593E-02  0.236737E+03  0.856183E-02  0.137244E+00  0.103752E-01  0.233357E+03  0.843738E+03  0.102407E+04  0.919085E+03  0.200772E+03  0.190288E+03  0.264022E+03
  0.499793E+00  0.000000E+00  0.642843E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.113165E+06  0.234939E+06  0.614650E+02  0.957479E+00  0.122896E+03  0.415132E-01  0.818738E+01  0.998884E+00  0.256252E+04  0.383961E+01  0.634257E-02  0.501779E-01  0.938649E+00  0.119899E+03  0.970860E+00  0.195338E-01  0.838589E-02  0.236739E+03  0.855995E-02  0.137239E+00  0.103759E-01  0.233359E+03  0.843738E+03  0.102407E+04  0.919078E+03  0.200769E+03  0.190288E+03  0.284998E+03
  0.499793E+00  0.000000E+00  0.643043E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.112556E+06  0.233217E+06  0.615254E+02  0.958124E+00  0.122864E+03  0.408688E-01  0.818740E+01  0.998884E+00  0.256252E+04  0.383782E+01  0.634263E-02  0.501780E-01  0.938648E+00  0.119899E+03  0.970862E+00  0.195323E-01  0.838585E-02  0.236740E+03  0.855808E-02  0.137233E+00  0.103765E-01  0.233361E+03  0.843738E+03  0.102407E+04  0.919071E+03  0.200766E+03  0.190287E+03  0.309595E+03
  0.499793E+00  0.000000E+00  0.643243E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.111947E+06  0.231497E+06  0.615852E+02  0.958764E+00  0.122833E+03  0.402279E-01  0.818742E+01  0.998884E+00  0.256252E+04  0.383603E+01  0.634269E-02  0.501781E-01  0.938648E+00  0.119900E+03  0.970864E+00  0.195307E-01  0.838581E-02  0.236742E+03  0.855621E-02  0.137228E+00  0.103771E-01  0.233363E+03  0.843738E+03  0.102407E+04  0.919064E+03  0.200763E+03  0.190287E+03  0.338839E+03
  0.499793E+00  0.000000E+00  0.643443E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.111339E+06  0.229777E+06  0.616445E+02  0.959402E+00  0.122802E+03  0.395905E-01  0.818744E+01  0.998884E+00  0.256252E+04  0.383424E+01  0.634275E-02  0.501782E-01  0.938648E+00  0.119900E+03  0.970866E+00  0.195292E-01  0.838577E-02  0.236744E+03  0.855434E-02  0.137222E+00  0.103777E-01  0.233365E+03  0.843738E+03  0.102407E+04  0.919057E+03  0.200760E+03  0.190287E+03  0.374187E+03
  0.499793E+00  0.000000E+00  0.643644E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.110731E+06  0.228059E+06  0.617031E+02  0.960036E+00  0.122771E+03  0.389567E-01  0.818746E+01  0.998884E+00  0.256252E+04  0.383245E+01  0.634281E-02  0.501783E-01  0.938648E+00  0.119901E+03  0.970868E+00  0.195276E-01  0.838573E-02  0.236745E+03  0.855247E-02  0.137217E+00  0.103784E-01  0.233366E+03  0.843738E+03  0.102407E+04  0.919050E+03  0.200757E+03  0.190286E+03  0.417769E+03
  0.499793E+00  0.000000E+00  0.643844E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.110123E+06  0.226341E+06  0.617613E+02  0.960666E+00  0.122740E+03  0.383265E-01  0.818748E+01  0.998884E+00  0.256252E+04  0.383066E+01  0.634287E-02  0.501785E-01  0.938647E+00  0.119901E+03  0.970871E+00  0.195261E-01  0.838569E-02  0.236747E+03  0.855060E-02  0.137211E+00  0.103790E-01  0.233368E+03  0.843738E+03  0.102407E+04  0.919043E+03  0.200753E+03  0.190286E+03  0.472843E+03
  0.499793E+00  0.000000E+00  0.644044E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.109516E+06  0.224625E+06  0.618188E+02  0.961292E+00  0.122710E+03  0.376999E-01  0.818750E+01  0.998884E+00  0.256252E+04  0.382887E+01  0.634292E-02  0.501786E-01  0.938647E+00  0.119902E+03  0.970873E+00  0.195245E-01  0.838565E-02  0.236749E+03  0.854874E-02  0.137206E+00  0.103796E-01  0.233370E+03  0.843738E+03  0.102407E+04  0.919036E+03  0.200750E+03  0.190286E+03  0.544645E+03
  0.499793E+00  0.000000E+00  0.644244E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.108909E+06  0.222909E+06  0.618758E+02  0.961915E+00  0.122680E+03  0.370771E-01  0.818752E+01  0.998884E+00  0.256252E+04  0.382709E+01  0.634298E-02  0.501787E-01  0.938647E+00  0.119902E+03  0.970875E+00  0.195230E-01  0.838561E-02  0.236751E+03  0.854687E-02  0.137200E+00  0.103802E-01  0.233372E+03  0.843738E+03  0.102407E+04  0.919029E+03  0.200747E+03  0.190285E+03  0.642160E+03
  0.499793E+00  0.000000E+00  0.644444E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.108302E+06  0.221195E+06  0.619322E+02  0.962534E+00  0.122650E+03  0.364580E-01  0.818754E+01  0.998884E+00  0.256252E+04  0.382530E+01  0.634304E-02  0.501788E-01  0.938646E+00  0.119903E+03  0.970877E+00  0.195214E-01  0.838557E-02  0.236752E+03  0.854501E-02  0.137194E+00  0.103808E-01  0.233373E+03  0.843737E+03  0.102407E+04  0.919022E+03  0.200744E+03  0.190285E+03  0.782216E+03
  0.499793E+00  0.000000E+00  0.644645E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.107696E+06  0.219481E+06  0.619881E+02  0.963149E+00  0.122620E+03  0.358426E-01  0.818756E+01  0.998884E+00  0.256251E+04  0.382352E+01  0.634310E-02  0.501789E-01  0.938646E+00  0.119903E+03  0.970879E+00  0.195199E-01  0.838553E-02  0.236754E+03  0.854315E-02  0.137189E+00  0.103814E-01  0.233375E+03  0.843737E+03  0.102407E+04  0.919015E+03  0.200741E+03  0.190285E+03  0.100041E+04
  0.499793E+00  0.000000E+00  0.644845E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02  0.107090E+06  0.217768E+06  0.620433E+02  0.963761E+00  0.122591E+03  0.352312E-01  0.818758E+01  0.998884E+00  0.256251E+04  0.382174E+01  0.634315E-02  0.501791E-01  0.938646E+00  0.119904E+03  0.970881E+00  0.195183E-01  0.838548E-02  0.236756E+03  0.854129E-02  0.137183E+00  0.103821E-01  0.233377E+03  0.843737E+03  0.102407E+04  0.919008E+03  0.200738E+03  0.190285E+03  0.138744E+04
