  0.421913E+00  0.150000E+01  0.988230E+02  0.102818E-02  0.757524E+03  0.318604E-02  0.534809E+03  0.963069E+00  0.757113E+03  0.104139E+03  0.985668E+00  0.970917E-02  0.119581E-04  0.199463E+03  0.735779E-02  0.361949E-01  0.469239E-04  0.592263E+03  0.145987E-03  0.996753E+00  0.271543E-02  0.198793E+03  0.648425E+03  0.656407E+03  0.510553E+03  0.110447E+03  0.214012E+03  0.106822E+03
  0.437136E+00  0.176638E+01  0.899555E+02  0.579484E-02  0.624784E+03  0.353190E-01  0.371098E+03  0.974780E+00  0.626737E+03  0.103303E+03  0.979057E+00  0.145800E-01  0.729684E-04  0.195945E+03  0.112558E-01  0.546722E-01  0.327000E-03  0.506801E+03  0.350568E-03  0.994088E+00  0.466833E-02  0.195049E+03  0.648922E+03  0.656529E+03  0.530331E+03  0.111629E+03  0.212965E+03  0.119939E+03
  0.526747E+00  0.152352E+01  0.106458E+03  0.205734E-02  0.742728E+03  0.635067E-02  0.505075E+03  0.952492E+00  0.742659E+03  0.104062E+03  0.985111E+00  0.101025E-01  0.225893E-04  0.199150E+03  0.767844E-02  0.376870E-01  0.899019E-04  0.585538E+03  0.158803E-03  0.994950E+00  0.447364E-02  0.198477E+03  0.648477E+03  0.656416E+03  0.512478E+03  0.110563E+03  0.213883E+03  0.880732E+02
  0.584321E+00  0.183965E+01  0.835359E+02  0.169429E-01  0.599636E+03  0.144392E+00  0.325807E+03  0.967190E+00  0.606785E+03  0.103149E+03  0.977474E+00  0.156837E-01  0.195633E-03  0.195232E+03  0.122254E-01  0.590067E-01  0.933119E-03  0.486684E+03  0.614598E-02  0.493155E+00  0.459231E+00  0.194458E+03  0.648992E+03  0.656548E+03  0.533294E+03  0.111868E+03  0.212688E+03  0.138459E+03
  0.493770E+00  0.169175E+01  0.955441E+02  0.522769E-02  0.654029E+03  0.240321E-01  0.400311E+03  0.967004E+00  0.655371E+03  0.103502E+03  0.980825E+00  0.132382E-01  0.619633E-04  0.196821E+03  0.101992E-01  0.495550E-01  0.267582E-03  0.527401E+03  0.284261E-03  0.993633E+00  0.535213E-02  0.196000E+03  0.648814E+03  0.656498E+03  0.525808E+03  0.111337E+03  0.213216E+03  0.106412E+03
  0.495833E+00  0.152673E+01  0.103788E+03  0.183031E-02  0.740188E+03  0.573698E-02  0.505318E+03  0.956386E+00  0.740053E+03  0.104044E+03  0.985002E+00  0.101833E-01  0.205127E-04  0.199081E+03  0.774193E-02  0.379872E-01  0.816603E-04  0.583011E+03  0.161737E-03  0.995425E+00  0.398776E-02  0.198397E+03  0.648489E+03  0.656419E+03  0.512938E+03  0.110582E+03  0.213877E+03  0.934663E+02
  0.410989E+00  0.169171E+01  0.922474E+02  0.334237E-02  0.653330E+03  0.154013E-01  0.410071E+03  0.974025E+00  0.654040E+03  0.103492E+03  0.980778E+00  0.132936E-01  0.422107E-04  0.196782E+03  0.102255E-01  0.497439E-01  0.180996E-03  0.524400E+03  0.288514E-03  0.995294E+00  0.367675E-02  0.195919E+03  0.648821E+03  0.656501E+03  0.526124E+03  0.111344E+03  0.213235E+03  0.115865E+03
  0.528439E+00  0.170874E+01  0.957635E+02  0.677888E-02  0.647360E+03  0.328344E-01  0.388211E+03  0.964918E+00  0.649287E+03  0.103460E+03  0.980441E+00  0.135122E-01  0.787385E-04  0.196636E+03  0.104291E-01  0.506117E-01  0.344160E-03  0.524365E+03  0.295999E-03  0.992633E+00  0.631158E-02  0.195826E+03  0.648836E+03  0.656503E+03  0.526703E+03  0.111402E+03  0.213145E+03  0.105136E+03
  0.583313E+00  0.179449E+01  0.890033E+02  0.135333E-01  0.615358E+03  0.921781E-01  0.344125E+03  0.965018E+00  0.620367E+03  0.103251E+03  0.978484E+00  0.149379E-01  0.154689E-03  0.195700E+03  0.116109E-01  0.561132E-01  0.715550E-03  0.502896E+03  0.720083E-02  0.632808E+00  0.312906E+00  0.194917E+03  0.648942E+03  0.656533E+03  0.531147E+03  0.111715E+03  0.212833E+03  0.121049E+03
  0.521446E+00  0.154598E+01  0.104948E+03  0.236523E-02  0.728341E+03  0.757422E-02  0.488260E+03  0.954961E+00  0.728390E+03  0.103976E+03  0.984514E+00  0.105330E-01  0.262783E-04  0.198803E+03  0.802506E-02  0.393086E-01  0.105623E-03  0.576133E+03  0.173916E-03  0.994777E+00  0.459328E-02  0.198106E+03  0.648534E+03  0.656428E+03  0.514632E+03  0.110678E+03  0.213788E+03  0.901864E+02
  0.531537E+00  0.170800E+01  0.959253E+02  0.684673E-02  0.647694E+03  0.330495E-01  0.388299E+03  0.964613E+00  0.649638E+03  0.103463E+03  0.980461E+00  0.134965E-01  0.793434E-04  0.196646E+03  0.104173E-01  0.505528E-01  0.346733E-03  0.524691E+03  0.295196E-03  0.992567E+00  0.637938E-02  0.195839E+03  0.648834E+03  0.656503E+03  0.526644E+03  0.111399E+03  0.213147E+03  0.104736E+03
  0.544849E+00  0.195516E+01  0.701049E+02  0.238806E-01  0.561276E+03  0.376086E+00  0.288756E+03  0.974440E+00  0.576451E+03  0.102923E+03  0.975029E+00  0.175344E-01  0.290743E-03  0.194136E+03  0.137228E-01  0.662470E-01  0.150469E-02  0.445665E+03  0.370408E-02  0.232128E+00  0.736663E+00  0.193364E+03  0.649102E+03  0.656584E+03  0.538218E+03  0.112224E+03  0.212357E+03  0.204354E+03
  0.543572E+00  0.181632E+01  0.869405E+02  0.127166E-01  0.607627E+03  0.985866E-01  0.338391E+03  0.969026E+00  0.612739E+03  0.103198E+03  0.977979E+00  0.153370E-01  0.149795E-03  0.195457E+03  0.119139E-01  0.576376E-01  0.700549E-03  0.497336E+03  0.697903E-02  0.596957E+00  0.349956E+00  0.194636E+03  0.648971E+03  0.656542E+03  0.532401E+03  0.111795E+03  0.212774E+03  0.127336E+03
  0.463866E+00  0.199552E+01  0.734587E+02  0.188764E-01  0.551093E+03  0.416694E+00  0.285280E+03  0.980115E+00  0.566136E+03  0.102862E+03  0.974309E+00  0.181794E-01  0.243264E-03  0.193816E+03  0.141470E-01  0.687475E-01  0.128041E-02  0.439196E+03  0.313235E-02  0.189371E+00  0.783827E+00  0.192930E+03  0.649143E+03  0.656598E+03  0.539967E+03  0.112343E+03  0.212266E+03  0.181694E+03
  0.411964E+00  0.182576E+01  0.869590E+02  0.669913E-02  0.604764E+03  0.538033E-01  0.349710E+03  0.978525E+00  0.607545E+03  0.103168E+03  0.977746E+00  0.155877E-01  0.870714E-04  0.195326E+03  0.120439E-01  0.585485E-01  0.403071E-03  0.493300E+03  0.405142E-03  0.994091E+00  0.447888E-02  0.194384E+03  0.648993E+03  0.656550E+03  0.533356E+03  0.111839E+03  0.212775E+03  0.127791E+03
  0.572597E+00  0.181582E+01  0.866611E+02  0.143879E-01  0.607827E+03  0.109561E+00  0.336136E+03  0.966892E+00  0.613525E+03  0.103201E+03  0.977999E+00  0.153031E-01  0.166365E-03  0.195472E+03  0.119041E-01  0.575213E-01  0.779872E-03  0.495960E+03  0.679900E-02  0.575630E+00  0.372532E+00  0.194681E+03  0.648968E+03  0.656541E+03  0.532240E+03  0.111790E+03  0.212767E+03  0.128075E+03
  0.447166E+00  0.161889E+01  0.966787E+02  0.266797E-02  0.686893E+03  0.100801E-01  0.446532E+03  0.967464E+00  0.687171E+03  0.103713E+03  0.982583E+00  0.119480E-01  0.320345E-04  0.197723E+03  0.915602E-02  0.446420E-01  0.132765E-03  0.547217E+03  0.229023E-03  0.995311E+00  0.386633E-02  0.196935E+03  0.648697E+03  0.656468E+03  0.520997E+03  0.111030E+03  0.213506E+03  0.106396E+03
  0.427938E+00  0.167963E+01  0.933809E+02  0.344520E-02  0.658573E+03  0.153116E-01  0.414224E+03  0.972096E+00  0.659278E+03  0.103528E+03  0.981077E+00  0.130667E-01  0.427800E-04  0.196936E+03  0.100479E-01  0.488843E-01  0.182560E-03  0.528287E+03  0.277787E-03  0.995090E+00  0.391802E-02  0.196091E+03  0.648801E+03  0.656495E+03  0.525294E+03  0.111293E+03  0.213276E+03  0.112985E+03
  0.575611E+00  0.174326E+01  0.942559E+02  0.100524E-01  0.634221E+03  0.547544E-01  0.367480E+03  0.962855E+00  0.637441E+03  0.103375E+03  0.979659E+00  0.140734E-01  0.114092E-03  0.196260E+03  0.109003E-01  0.527786E-01  0.510624E-03  0.518005E+03  0.320931E-03  0.990946E+00  0.791115E-02  0.195473E+03  0.648879E+03  0.656515E+03  0.528483E+03  0.111531E+03  0.213009E+03  0.107693E+03
