2.0000d1	2.9977d0
2.0830d1	2.7882d0
2.1396d1	2.6369d0
2.1948d1	2.4919d0
2.2513d1	2.3502d0
2.3118d1	2.2084d0
2.3734d1	2.0786d0
2.4354d1	1.9497d0
2.4993d1	1.8247d0
2.5677d1	1.7018d0
2.6361d1	1.5882d0
2.7039d1	1.4830d0
2.7789d1	1.3818d0
2.8543d1	1.2856d0
2.9328d1	1.2048d0
3.0080d1	1.1343d0
3.0861d1	1.0800d0
3.1673d1	1.0438d0
3.2502d1	1.0325d0
3.3371d1	1.0379d0
3.4179d1	1.0498d0
3.5007d1	1.0789d0
3.5837d1	1.1146d0
3.6686d1	1.1440d0
3.7495d1	1.1815d0
3.8304d1	1.2113d0
3.9112d1	1.2380d0
3.9921d1	1.2493d0
4.0729d1	1.2569d0
4.1538d1	1.2577d0
4.2367d1	1.2644d0
4.3236d1	1.2660d0
4.4045d1	1.2663d0
4.4874d1	1.2663d0
4.5682d1	1.2663d0
4.6491d1	1.2663d0
4.7300d1	1.2663d0
4.8108d1	1.2663d0
4.8917d1	1.2663d0
4.9726d1	1.2663d0
5.0534d1	1.2667d0
5.1343d1	1.2683d0
5.2212d1	1.2729d0
5.3021d1	1.2757d0
5.3870d1	1.2757d0
5.4679d1	1.2757d0
5.5507d1	1.2765d0
5.6316d1	1.2779d0
5.7165d1	1.2835d0
5.8034d1	1.2852d0
5.8884d1	1.2852d0
6.0000d1	1.2891d0
