3.7000d0	3.5953d-2
3.7535d0	3.5003d-2
3.9534d0	4.8771d-2
3.9999d0	4.9245d-2
4.0460d0	4.6985d-2
4.1018d0	4.6777d-2
4.1929d0	6.5479d-2
4.2415d0	7.1947d-2
4.3047d0	7.3657d-2
4.3997d0	5.7067d-2
4.4500d0	5.3298d-2
4.5166d0	5.4622d-2
4.6331d0	6.5059d-2
4.6988d0	6.7971d-2
4.7901d0	6.4682d-2
4.8670d0	6.7848d-2
4.9642d0	8.3833d-2
5.0951d0	8.8930d-2
5.1791d0	9.5201d-2
5.2624d0	9.5115d-2
5.3310d0	8.5874d-2
5.4509d0	6.3473d-2
5.5039d0	5.9508d-2
5.5968d0	6.2767d-2
5.6585d0	6.2910d-2
5.7487d0	5.7416d-2
5.8035d0	5.7260d-2
5.8509d0	6.4883d-2
5.9474d0	1.0843d-1
5.9983d0	1.2637d-1
6.0600d0	1.3362d-1
6.1232d0	1.2529d-1
6.2176d0	9.8575d-2
6.2897d0	8.5535d-2
6.4460d0	8.2615d-2
6.5900d0	6.7655d-2
6.6411d0	6.5311d-2
6.6991d0	6.9306d-2
6.8423d0	1.2976d-1
6.9173d0	1.5208d-1
6.9710d0	1.6065d-1
7.0549d0	1.5171d-1
7.1450d0	1.2079d-1
7.2435d0	9.7296d-2
7.3992d0	8.2832d-2
7.5408d0	7.7991d-2
7.6562d0	7.3261d-2
7.7872d0	6.5980d-2
7.9154d0	7.6522d-2
7.9908d0	9.0949d-2
8.0662d0	1.1081d-1
8.1841d0	1.1597d-1
8.2952d0	1.1366d-1
8.3870d0	1.3076d-1
8.4304d0	1.5889d-1
8.5104d0	1.8878d-1
8.5611d0	2.1296d-1
8.6720d0	2.3861d-1
8.8112d0	2.0672d-1
8.8627d0	1.7033d-1
8.9292d0	1.3788d-1
9.0652d0	1.1686d-1
9.1715d0	1.2822d-1
9.2820d0	1.5669d-1
9.3386d0	1.8383d-1
9.4650d0	2.2009d-1
9.6753d0	1.8976d-1
9.7817d0	2.2330d-1
9.8841d0	2.7679d-1
9.9216d0	3.3516d-1
9.9845d0	3.8210d-1
1.0088d1	4.2261d-1
1.0225d1	3.7340d-1
1.0358d1	2.8333d-1
1.0450d1	2.2398d-1
1.0605d1	1.7722d-1
1.0774d1	1.4593d-1
1.0944d1	1.2716d-1
1.1030d1	1.2473d-1
1.1145d1	1.3287d-1
1.1265d1	1.6044d-1
1.1328d1	2.0384d-1
1.1488d1	2.7202d-1
1.1557d1	3.2124d-1
1.1713d1	3.5191d-1
1.1856d1	3.3917d-1
1.1956d1	3.0927d-1
1.2060d1	2.7059d-1
1.2119d1	2.4245d-1
1.2246d1	2.2349d-1
1.2398d1	2.5222d-1
1.2514d1	2.7814d-1
1.2656d1	3.1078d-1
1.2923d1	3.1871d-1
1.3108d1	3.0121d-1
1.3243d1	2.8852d-1
1.3453d1	2.8649d-1
1.3618d1	2.6282d-1
1.3782d1	2.6463d-1
1.3946d1	3.0307d-1
1.4052d1	3.5400d-1
1.4198d1	4.2936d-1
1.4352d1	4.6486d-1
1.4506d1	4.5133d-1
1.4632d1	3.9758d-1
1.4735d1	3.5992d-1
1.4892d1	3.2671d-1
1.5133d1	3.4601d-1
1.5392d1	3.8858d-1
1.5495d1	3.8262d-1
1.5641d1	3.9977d-1
1.5800d1	4.1234d-1
1.5965d1	3.9679d-1
1.6052d1	3.7196d-1
1.6144d1	3.4934d-1
1.6247d1	3.1647d-1
1.6319d1	2.8277d-1
1.6434d1	2.6199d-1
1.6675d1	2.3647d-1
1.6889d1	2.6654d-1
1.6992d1	3.1059d-1
1.7136d1	3.8012d-1
1.7273d1	4.5357d-1
1.7500d1	5.0468d-1
1.7770d1	4.9109d-1
1.8175d1	5.4266d-1
1.8442d1	4.9875d-1
1.8613d1	4.1455d-1
1.8800d1	3.5257d-1
1.9109d1	3.1213d-1
1.9486d1	3.8403d-1
1.9697d1	4.7591d-1
1.9966d1	5.9252d-1
2.0290d1	5.5540d-1
2.0609d1	5.1667d-1
2.0948d1	5.7085d-1
2.1192d1	6.8644d-1
2.1449d1	9.1937d-1
2.1894d1	1.1212d0
2.2390d1	9.3947d-1
2.2613d1	7.8075d-1
2.3126d1	6.4697d-1
2.3358d1	5.4901d-1
2.3695d1	4.7222d-1
2.4159d1	5.1971d-1
2.4562d1	6.1822d-1
2.4943d1	6.0831d-1
2.5276d1	5.9450d-1
2.5500d1	6.3830d-1
2.5712d1	7.5777d-1
2.5895d1	8.5282d-1
2.6113d1	9.4099d-1
2.6409d1	9.0831d-1
2.6530d1	8.0072d-1
2.6681d1	7.0326d-1
2.6842d1	5.8192d-1
2.6986d1	4.7023d-1
2.7265d1	3.9603d-1
2.7494d1	3.6909d-1
2.8043d1	4.2194d-1
2.8422d1	5.1187d-1
2.8658d1	6.6140d-1
2.8809d1	8.0524d-1
2.9025d1	1.0030d0
2.9372d1	1.2169d0
2.9766d1	1.1343d0
2.9913d1	9.3938d-1
3.0176d1	7.2923d-1
3.0389d1	5.5205d-1
3.0532d1	4.8831d-1
3.0940d1	4.1152d-1
3.1676d1	4.3567d-1
3.2171d1	4.9678d-1
3.2596d1	5.9202d-1
