123,4.519764d0
124,4.481651d0
125,1.966909d0
126,1.933002d0
127,1.899096d0
128,1.865189d0
129,1.831283d0
130,0.927966d0
131,0.9285307d0
132,0.9290953d0
133,0.9486496d0
134,0.9871935d0
135,0.5847079d0
136,0.6066794d0
137,0.6319813d0
138,0.6491664d0
139,0.6571248d0
140,0.407027d0
141,0.4118975d0
142,0.416768d0
143,0.4247452d0
144,0.4274526d0
145,0.2772922d0
146,0.2790374d0
147,0.2807826d0
148,0.2835786d0
149,0.2874255d0
150,0.1956216d0
151,0.1982052d0
152,0.2007888d0
153,0.2031771d0
154,0.2067167d0
155,0.1459135d0
156,0.1483699d0
157,0.1508263d0
158,0.1542473d0
159,0.1586327d0
160,0.1161586d0
161,0.1192835d0
162,0.1224083d0
163,0.1250085d0
164,0.1281627d0
165,0.09567396d0
166,0.09797204d0
167,0.1002701d0
168,0.1035591d0
169,0.1057206d0
170,0.08014838d0
171,0.08175419d0
172,0.08336001d0
173,0.08535322d0
174,0.08773383d0
175,0.06800783d0
176,0.06980444d0
177,0.07160105d0
178,0.07380547d0
179,0.0768133d0
180,0.06111219d0
181,0.06341503d0
182,0.06571787d0
183,0.06805024d0
184,0.07067818d0
185,0.05680373d0
186,0.05884008d0
187,0.06087643d0
188,0.06253415d0
189,0.06358541d0
190,0.05061975d0
191,0.05144304d0
192,0.05226633d0
193,0.05367767d0
194,0.05534378d0
195,0.04508951d0
196,0.04640725d0
197,0.04772499d0
198,0.0493711d0
199,0.05104556d0
200,0.04207473d0
201,0.04341108d0
202,0.04474742d0
203,0.04642113d0
204,0.0484322d0
205,0.04055155d0
206,0.04216826d0
207,0.04378497d0
208,0.04487038d0
209,0.04631723d0
210,0.03866594d0
211,0.03983719d0
212,0.04100845d0
213,0.04265593d0
214,0.04477963d0
215,0.03821819d0
216,0.03994865d0
217,0.04167911d0
218,0.04305042d0
219,0.04407632d0
220,0.03695037d0
221,0.03779085d0
222,0.03863133d0
223,0.03963251d0
224,0.04061569d0
225,0.03423109d0
226,0.03504014d0
227,0.03584918d0
228,0.03697386d0
229,0.03830287d0
230,0.03283873d0
231,0.03393994d0
232,0.03504114d0
233,0.03606019d0
234,0.03699709d0
235,0.03148894d0
236,0.03226666d0
237,0.03304437d0
238,0.03304437d0
239,0.03304437d0
240,0.02757294d0
241,0.02757294d0
242,0.02757294d0
245,3.821383d0
246,3.78327d0
247,1.657774d0
248,1.704453d0
249,1.751132d0
250,1.769262d0
251,1.758843d0
252,0.9026926d0
253,0.9032572d0
254,0.9038218d0
255,0.9233761d0
256,0.9638675d0
257,0.5758518d0
258,0.6022637d0
259,0.6286758d0
260,0.645861d0
261,0.6538193d0
262,0.4050041d0
263,0.4098746d0
264,0.4120599d0
265,0.4200372d0
266,0.4338064d0
267,0.281388d0
268,0.2831332d0
269,0.2848784d0
270,0.2876745d0
271,0.2915213d0
272,0.1983724d0
273,0.200956d0
274,0.2013159d0
275,0.2037041d0
276,0.2081209d0
277,0.146888d0
278,0.1493444d0
279,0.1518008d0
280,0.1552218d0
281,0.1596072d0
282,0.116853d0
283,0.1199778d0
284,0.122024d0
285,0.1246242d0
286,0.1277785d0
287,0.09539398d0
288,0.09769206d0
289,0.09958749d0
290,0.1028765d0
291,0.1075591d0
292,0.08151424d0
293,0.08312005d0
294,0.08472586d0
295,0.08671907d0
296,0.08909969d0
297,0.06903861d0
298,0.07083523d0
299,0.07223623d0
300,0.07444065d0
301,0.07744847d0
302,0.06159849d0
303,0.06390134d0
304,0.06593813d0
305,0.0682705d0
306,0.07089844d0
307,0.0569744d0
308,0.05901076d0
309,0.06032693d0
310,0.06198464d0
311,0.06398391d0
312,0.05093183d0
313,0.05175512d0
314,0.05257841d0
315,0.05398975d0
316,0.05598914d0
317,0.04559992d0
318,0.04691767d0
319,0.04823541d0
320,0.04988152d0
321,0.051856d0
322,0.04272153d0
323,0.04405788d0
324,0.04539422d0
325,0.04706793d0
326,0.049079d0
327,0.04107152d0
328,0.04268822d0
329,0.04337902d0
330,0.04446443d0
331,0.04594447d0
332,0.03836418d0
333,0.03953543d0
334,0.04070668d0
335,0.04235417d0
336,0.04447787d0
337,0.03797231d0
338,0.03970277d0
339,0.04125261d0
340,0.04262391d0
341,0.0438167d0
342,0.03673767d0
343,0.03757815d0
344,0.03841864d0
345,0.03941981d0
346,0.04058168d0
347,0.0342031d0
348,0.03501215d0
349,0.0358212d0
350,0.03694588d0
351,0.03838619d0
352,0.03290777d0
353,0.03400898d0
354,0.03511018d0
355,0.03612923d0
356,0.03706613d0
357,0.03154625d0
358,0.03232397d0
359,0.0330195d0
360,0.0330195d0
361,0.0330195d0
362,0.02755218d0
363,0.02755218d0
364,0.02755218d0
367,4.032489d0
368,4.200068d0
369,1.666385d0
370,1.713064d0
371,1.759743d0
372,1.777872d0
373,1.767454d0
374,0.9071382d0
375,0.903753d0
376,0.900368d0
377,0.9157779d0
378,0.9580688d0
379,0.5725464d0
380,0.5989583d0
381,0.6253703d0
382,0.6425555d0
383,0.6505139d0
384,0.4029812d0
385,0.4051665d0
386,0.4073519d0
387,0.4153292d0
388,0.4290983d0
389,0.2854838d0
390,0.287229d0
391,0.2889742d0
392,0.2917702d0
393,0.2956171d0
394,0.2011232d0
395,0.2014831d0
396,0.2018429d0
397,0.2042312d0
398,0.2086479d0
399,0.1478625d0
400,0.150319d0
401,0.1527753d0
402,0.1561963d0
403,0.1605817d0
404,0.1175473d0
405,0.1195935d0
406,0.1216397d0
407,0.12424d0
408,0.1273942d0
409,0.09511401d0
410,0.09700943d0
411,0.09890486d0
412,0.1021939d0
413,0.1068764d0
414,0.0828801d0
415,0.08448591d0
416,0.08609171d0
417,0.08808493d0
418,0.09046555d0
419,0.0700694d0
420,0.07147041d0
421,0.07287141d0
422,0.07507582d0
423,0.07808366d0
424,0.0620848d0
425,0.0641216d0
426,0.06615839d0
427,0.06849076d0
428,0.0711187d0
429,0.05714508d0
430,0.05846125d0
431,0.05977742d0
432,0.06143514d0
433,0.0634344d0
434,0.05124392d0
435,0.0520672d0
436,0.05289049d0
437,0.05430183d0
438,0.05630122d0
439,0.04611034d0
440,0.04742808d0
441,0.04874583d0
442,0.05039193d0
443,0.05236641d0
444,0.04336832d0
445,0.04470467d0
446,0.04604102d0
447,0.04771473d0
448,0.0497258d0
449,0.04159147d0
450,0.04228227d0
451,0.04297307d0
452,0.04405849d0
453,0.04553852d0
454,0.03806242d0
455,0.03923367d0
456,0.04040492d0
457,0.04205241d0
458,0.04417611d0
459,0.03772642d0
460,0.03927626d0
461,0.0408261d0
462,0.04219742d0
463,0.0433902d0
464,0.03652497d0
465,0.03736546d0
466,0.03820594d0
467,0.03920712d0
468,0.04036899d0
469,0.03417512d0
470,0.03498416d0
471,0.03579321d0
472,0.03691789d0
473,0.0383582d0
474,0.03297681d0
475,0.03407801d0
476,0.03517922d0
477,0.03619827d0
478,0.03713517d0
479,0.03160356d0
480,0.03229909d0
481,0.03299463d0
482,0.03299463d0
483,0.03299463d0
484,0.02753143d0
485,0.02753143d0
486,0.02753143d0
489,1.38404d0
490,5.082247d0
491,2.872153d0
492,2.6794d0
493,2.486648d0
494,2.269208d0
495,2.027083d0
496,0.9215541d0
497,0.9181689d0
498,0.9147838d0
499,0.9301938d0
500,0.9643989d0
501,0.5692409d0
502,0.5956529d0
503,0.6220648d0
504,0.63925d0
505,0.6472085d0
506,0.3982731d0
507,0.4004585d0
508,0.4026439d0
509,0.4106211d0
510,0.4243903d0
511,0.2824489d0
512,0.2913248d0
513,0.29307d0
514,0.2958661d0
515,0.2997129d0
516,0.2016503d0
517,0.2020101d0
518,0.20237d0
519,0.2047583d0
520,0.209175d0
521,0.1482283d0
522,0.1512934d0
523,0.1537498d0
524,0.1571708d0
525,0.1615562d0
526,0.1171631d0
527,0.1192093d0
528,0.1212555d0
529,0.1238557d0
530,0.1270099d0
531,0.09443137d0
532,0.0963268d0
533,0.09822223d0
534,0.1015112d0
535,0.1061938d0
536,0.08237296d0
537,0.08585177d0
538,0.08745757d0
539,0.08945079d0
540,0.09183141d0
541,0.07070459d0
542,0.07210559d0
543,0.07350659d0
544,0.075711d0
545,0.07871883d0
546,0.06230506d0
547,0.06434186d0
548,0.06637865d0
549,0.06871102d0
550,0.07133897d0
551,0.05659557d0
552,0.05791174d0
553,0.05922791d0
554,0.06088563d0
555,0.0628849d0
556,0.05081357d0
557,0.05237928d0
558,0.05320257d0
559,0.05461391d0
560,0.0566133d0
561,0.04635717d0
562,0.0479385d0
563,0.04925624d0
564,0.05090235d0
565,0.05287683d0
566,0.04377568d0
567,0.04535147d0
568,0.04668782d0
569,0.04836152d0
570,0.0503726d0
571,0.04118553d0
572,0.04187632d0
573,0.04256713d0
574,0.04365254d0
575,0.04513257d0
576,0.0377338d0
577,0.03893191d0
578,0.04010316d0
579,0.04175064d0
580,0.04387435d0
581,0.03729992d0
582,0.03884976d0
583,0.0403996d0
584,0.04177091d0
585,0.0429637d0
586,0.03617556d0
587,0.03715276d0
588,0.03799324d0
589,0.03899442d0
590,0.04015629d0
591,0.03400009d0
592,0.03495618d0
593,0.03576522d0
594,0.0368899d0
595,0.03833022d0
596,0.03295362d0
597,0.03414705d0
598,0.03524826d0
599,0.03626731d0
600,0.03720421d0
601,0.03157869d0
602,0.03227422d0
603,0.03296975d0
604,0.03296975d0
605,0.03296975d0
606,0.02751067d0
607,0.02751067d0
608,0.02751067d0
611,1.38404d0
612,1.641068d0
613,2.7143d0
614,3.336823d0
615,3.692416d0
616,3.474977d0
617,3.232851d0
618,1.544079d0
619,1.319575d0
620,1.09507d0
621,0.9888581d0
622,1.000939d0
623,0.5774584d0
624,0.5969566d0
625,0.6187594d0
626,0.6359446d0
627,0.6395155d0
628,0.3935651d0
629,0.3957505d0
630,0.3979358d0
631,0.4059131d0
632,0.4196823d0
633,0.2794139d0
634,0.2882899d0
635,0.2971658d0
636,0.2999619d0
637,0.3004977d0
638,0.2021773d0
639,0.2025372d0
640,0.202897d0
641,0.2052853d0
642,0.2097021d0
643,0.1485941d0
644,0.1516592d0
645,0.1547243d0
646,0.1581453d0
647,0.1610169d0
648,0.1167788d0
649,0.118825d0
650,0.1208712d0
651,0.1234714d0
652,0.126073d0
653,0.09374874d0
654,0.09564417d0
655,0.0975396d0
656,0.1008286d0
657,0.1055112d0
658,0.08186581d0
659,0.08534462d0
660,0.08882343d0
661,0.09081665d0
662,0.09267306d0
663,0.07133976d0
664,0.07274076d0
665,0.07414177d0
666,0.07634618d0
667,0.07900652d0
668,0.06252532d0
669,0.06456212d0
670,0.06659891d0
671,0.06893128d0
672,0.07062982d0
673,0.05604606d0
674,0.05736224d0
675,0.05867841d0
676,0.06033612d0
677,0.06233538d0
678,0.05038323d0
679,0.05194894d0
680,0.05351465d0
681,0.05492599d0
682,0.05692538d0
683,0.04660399d0
684,0.04818533d0
685,0.04976666d0
686,0.05141277d0
687,0.05338725d0
688,0.04418303d0
689,0.04575882d0
690,0.04733461d0
691,0.04900832d0
692,0.04986763d0
693,0.04077958d0
694,0.04147038d0
695,0.04216118d0
696,0.04324659d0
697,0.04472662d0
698,0.03740517d0
699,0.03860329d0
700,0.0398014d0
701,0.04144888d0
702,0.04335092d0
703,0.03687342d0
704,0.03842326d0
705,0.0399731d0
706,0.04134442d0
707,0.0425372d0
708,0.03582614d0
709,0.03680335d0
710,0.03778055d0
711,0.03878172d0
712,0.03994359d0
713,0.03382507d0
714,0.03478115d0
715,0.03573724d0
716,0.03686192d0
717,0.03830223d0
718,0.03293043d0
719,0.03412386d0
720,0.0353173d0
721,0.03633635d0
722,0.03717424d0
723,0.03155381d0
724,0.03224935d0
725,0.03294488d0
726,0.03294488d0
727,0.03294488d0
728,0.02748992d0
729,0.02748992d0
730,0.02748992d0
733,1.460717d0
734,1.641068d0
735,0.8741224d0
736,3.171727d0
737,3.801493d0
738,3.939682d0
739,3.586295d0
740,1.669116d0
741,1.444612d0
742,1.220107d0
743,1.113895d0
744,1.125976d0
745,0.6487341d0
746,0.6501286d0
747,0.6515232d0
748,0.6540059d0
749,0.6575768d0
750,0.4046185d0
751,0.4068039d0
752,0.4083461d0
753,0.4158945d0
754,0.4296637d0
755,0.2858482d0
756,0.2947242d0
757,0.3036001d0
758,0.3043265d0
759,0.3048623d0
760,0.2051087d0
761,0.2054685d0
762,0.2058284d0
763,0.2082167d0
764,0.2126334d0
765,0.1506284d0
766,0.1536935d0
767,0.1567586d0
768,0.1592836d0
769,0.1621552d0
770,0.1175899d0
771,0.1196361d0
772,0.1216823d0
773,0.1244022d0
774,0.1270038d0
775,0.09442693d0
776,0.09632236d0
777,0.09821779d0
778,0.1015068d0
779,0.1061894d0
780,0.08236965d0
781,0.08584846d0
782,0.08932728d0
783,0.09195022d0
784,0.09380663d0
785,0.07219525d0
786,0.07359625d0
787,0.07499726d0
788,0.07702793d0
789,0.07968827d0
790,0.06304727d0
791,0.06508407d0
792,0.06712086d0
793,0.06893d0
794,0.07062854d0
795,0.05604507d0
796,0.05736124d0
797,0.05867741d0
798,0.06033915d0
799,0.06233842d0
800,0.0503856d0
801,0.05195131d0
802,0.05351702d0
803,0.05529957d0
804,0.05729897d0
805,0.04689946d0
806,0.04848079d0
807,0.05006213d0
808,0.05187295d0
809,0.05384744d0
810,0.04455029d0
811,0.04612609d0
812,0.04770188d0
