1.5000d1	4.8361d-6
1.5303d1	4.0704d-6
1.5860d1	3.2851d-6
1.6356d1	2.9004d-6
1.6890d1	2.6100d-6
1.7491d1	2.6417d-6
1.7589d1	3.0181d-6
1.7745d1	3.3573d-6
1.7836d1	3.8639d-6
1.8488d1	3.8190d-6
1.8768d1	3.2048d-6
1.9097d1	2.7700d-6
1.9850d1	2.3485d-6
2.0493d1	2.3276d-6
2.0989d1	2.1019d-6
2.1364d1	1.8446d-6
2.1948d1	2.0891d-6
2.2496d1	2.0140d-6
2.2929d1	1.2860d-6
2.3412d1	1.2363d-6
2.3935d1	1.2790d-6
2.4461d1	1.6190d-6
2.4928d1	1.5042d-6
2.5408d1	1.1095d-6
2.6390d1	9.9255d-7
2.7425d1	9.4824d-7
2.7853d1	9.0316d-7
2.8351d1	9.2821d-7
2.8983d1	8.7458d-7
2.9765d1	8.9291d-7
3.0828d1	8.5023d-7
3.1671d1	8.6294d-7
3.2367d1	8.2751d-7
3.3587d1	8.6647d-7
3.4464d1	9.2372d-7
3.5189d1	1.3023d-6
3.5957d1	1.2588d-6
3.6846d1	9.0731d-7
3.8143d1	8.2119d-7
3.9294d1	7.9784d-7
4.0641d1	8.2560d-7
4.1083d1	9.6784d-7
4.2043d1	9.6848d-7
4.2291d1	8.3462d-7
4.3311d1	7.6488d-7
4.4702d1	8.4448d-7
4.5219d1	9.0282d-7
4.5870d1	9.3433d-7
4.6080d1	8.1717d-7
4.7408d1	7.9538d-7
4.8908d1	1.3046d-6
5.1245d1	7.4064d-7
5.2840d1	8.6992d-7
5.3692d1	7.6332d-7
5.5018d1	6.9141d-7
5.6203d1	7.4877d-7
5.8355d1	5.8274d-7
5.9614d1	4.8304d-7
6.1159d1	5.4672d-7
6.2500d1	6.8874d-7
