  15d0  0.279d-3
  16d0  0.280d-3
  17d0  0.260d-3
  18d0  0.260d-3
  19d0  0.260d-3
  20d0  0.220d-3
  21d0  0.250d-3
  22d0  0.312d-3
  23d0  0.242d-3
  24d0  0.223d-3
  25d0  0.200d-3
  26d0  0.200d-3
  27d0  0.200d-3
  28d0  0.250d-3
  29d0  0.233d-3
  30d0  0.330d-3
  31d0  0.326d-3
  32d0  0.377d-3
  33d0  0.313d-3
  34d0  0.217d-3
  35d0  0.200d-3
  36d0  0.313d-3
  37d0  0.200d-3
  38d0  0.300d-3
  39d0  0.277d-3
  40d0  0.200d-3
  41d0  0.180d-3
  42d0  0.180d-3
  43d0  0.208d-3
  44d0  0.220d-3
  45d0  0.170d-3
  46d0  0.340d-3
  47d0  0.440d-3
  48d0  0.260d-3
  49d0  0.320d-3
  50d0  0.230d-3
  51d0  0.260d-3
  52d0  0.230d-3
  53d0  0.170d-3
  54d0  0.150d-3
  55d0  0.240d-3
  56d0  0.240d-3
  57d0  0.180d-3
  58d0  0.180d-3
  59d0  0.120d-3
  60d0  0.120d-3
  61d0  0.180d-3
  62d0  0.180d-3
