   1.5d0  0.903334d-4
   2.0d0  0.858030d-4
   4.5d0  0.771676d-4
   5.0d0  0.752447d-4
   5.5d0  0.747193d-4
   6.0d0  0.729347d-4
   6.5d0  0.727304d-4
   7.0d0  0.729336d-4
   7.5d0  0.727339d-4
   8.0d0  0.730330d-4
   8.5d0  0.713587d-4
  11.5d0  0.732649d-4
  12.0d0  0.735008d-4
  12.5d0  0.740020d-4
  13.0d0  0.753728d-4
  13.5d0  0.754642d-4
  14.0d0  0.756218d-4
  14.5d0  0.753887d-4
  15.0d0  0.752773d-4
  15.0d0  0.132526d-3
  15.5d0  0.132509d-3
  16.0d0  0.132193d-3
  16.5d0  0.132958d-3
  17.0d0  0.131172d-3
  17.5d0  0.133310d-3
  18.0d0  0.129919d-3
  18.5d0  0.130463d-3
  19.0d0  0.134383d-3
  19.5d0  0.130866d-3
  20.0d0  0.133137d-3
  20.5d0  0.128998d-3
  21.0d0  0.131713d-3
  21.5d0  0.129199d-3
  22.0d0  0.131007d-3
  22.5d0  0.126951d-3
  23.0d0  0.128575d-3
  23.5d0  0.123827d-3
  24.0d0  0.125306d-3
  24.5d0  0.123863d-3
  25.0d0  0.124178d-3
  25.5d0  0.123711d-3
  26.0d0  0.123770d-3
  26.5d0  0.128204d-3
  27.0d0  0.154739d-3
  27.5d0  0.168224d-3
  28.0d0  0.165661d-3
  28.5d0  0.140197d-3
  29.0d0  0.121506d-3
  29.5d0  0.116436d-3
  30.0d0  0.114444d-3
  30.5d0  0.112727d-3
  31.0d0  0.112326d-3
  31.5d0  0.109655d-3
  32.0d0  0.110398d-3
  32.5d0  0.107132d-3
  33.0d0  0.107399d-3
  33.5d0  0.104617d-3
  34.0d0  0.106101d-3
  34.5d0  0.102462d-3
  35.0d0  0.103699d-3
  35.5d0  0.101971d-3
  36.0d0  0.102262d-3
  36.5d0  0.975149d-4
  37.0d0  0.960593d-4
  37.5d0  0.960364d-4
  38.0d0  0.930868d-4
  38.5d0  0.938474d-4
  39.0d0  0.916545d-4
  39.5d0  0.901688d-4
  40.0d0  0.897415d-4
  40.5d0  0.874027d-4
  41.0d0  0.869907d-4
  41.5d0  0.862496d-4
  42.0d0  0.849652d-4
  42.5d0  0.849656d-4
  43.0d0  0.875959d-4
  43.5d0  0.921027d-4
  44.0d0  0.101029d-3
  44.5d0  0.111629d-3
  45.0d0  0.109990d-3
  45.5d0  0.103302d-3
  46.0d0  0.956536d-4
  46.5d0  0.890709d-4
  47.0d0  0.988927d-4
  47.5d0  0.988721d-4
  48.0d0  0.995859d-4
  48.5d0  0.872285d-4
  49.0d0  0.805378d-4
  49.5d0  0.739113d-4
  50.0d0  0.741177d-4
  50.5d0  0.749942d-4
  51.0d0  0.801450d-4
  51.5d0  0.860968d-4
  52.0d0  0.867267d-4
  52.5d0  0.834493d-4
  53.0d0  0.790290d-4
  53.5d0  0.769704d-4
  54.0d0  0.805035d-4
  54.5d0  0.842374d-4
  55.0d0  0.862091d-4
  55.5d0  0.879027d-4
  56.0d0  0.876668d-4
  56.5d0  0.832994d-4
  57.0d0  0.780253d-4
  57.5d0  0.687868d-4
  58.0d0  0.636654d-4
  58.5d0  0.631724d-4
  59.0d0  0.744105d-4
  59.5d0  0.821175d-4
  60.0d0  0.896198d-4
