2.0000d1	3.2383d-4
2.0238d1	3.4896d-4
2.0482d1	3.7067d-4
2.0762d1	3.8754d-4
2.1120d1	3.9046d-4
2.1430d1	3.7555d-4
2.1665d1	3.5267d-4
2.1869d1	3.3215d-4
2.2043d1	3.1283d-4
2.2180d1	2.9152d-4
2.2301d1	2.7263d-4
2.2407d1	2.5496d-4
2.2435d1	2.3593d-4
2.2637d1	2.2142d-4
2.2753d1	2.0707d-4
2.2865d1	1.9366d-4
2.3011d1	1.8111d-4
2.3165d1	1.6937d-4
2.3372d1	1.5731d-4
2.3567d1	1.4762d-4
2.3795d1	1.3845d-4
2.4047d1	1.3076d-4
2.4317d1	1.2553d-4
2.4659d1	1.2162d-4
2.5002d1	1.2024d-4
2.5328d1	1.2202d-4
2.5638d1	1.2595d-4
2.5964d1	1.2955d-4
2.6323d1	1.2782d-4
2.6633d1	1.2467d-4
2.6953d1	1.2825d-4
2.7135d1	1.3707d-4
2.7237d1	1.4709d-4
2.7323d1	1.5839d-4
2.7393d1	1.6997d-4
2.7453d1	1.8239d-4
2.7514d1	1.9571d-4
2.7579d1	2.1002d-4
2.7645d1	2.4041d-4
2.7780d1	2.5768d-4
2.7884d1	2.7650d-4
2.8019d1	2.9566d-4
2.8245d1	3.1302d-4
2.8509d1	3.2672d-4
2.8835d1	3.2635d-4
2.9113d1	3.0957d-4
2.9256d1	2.9050d-4
2.9359d1	2.6976d-4
2.9457d1	2.5139d-4
2.9570d1	2.3345d-4
2.9681d1	2.1679d-4
2.9830d1	2.0264d-4
3.0140d1	1.9806d-4
3.0332d1	2.1225d-4
3.0461d1	2.2696d-4
3.0603d1	2.4305d-4
3.0753d1	2.7265d-4
3.1052d1	2.8142d-4
3.1412d1	2.5147d-4
3.1697d1	2.3908d-4
3.1925d1	2.2560d-4
3.2195d1	2.1679d-4
3.2538d1	2.1388d-4
3.2864d1	2.1451d-4
3.3190d1	2.1602d-4
3.3566d1	2.1993d-4
3.3875d1	2.2536d-4
3.4218d1	2.3099d-4
3.4528d1	2.3654d-4
3.4837d1	2.4641d-4
3.5049d1	2.6128d-4
3.5197d1	2.7945d-4
3.5327d1	2.9986d-4
3.5486d1	3.4967d-4
3.5682d1	3.7052d-4
3.5796d1	3.9619d-4
3.5936d1	4.2514d-4
3.6091d1	4.5300d-4
3.6261d1	4.8143d-4
3.6451d1	5.1235d-4
3.6672d1	5.4609d-4
3.6907d1	5.7623d-4
3.7165d1	6.0984d-4
3.7427d1	6.4403d-4
3.7709d1	6.6941d-4
3.8034d1	6.6313d-4
3.8231d1	6.2001d-4
3.8361d1	5.7779d-4
3.8469d1	5.4035d-4
3.8588d1	5.0178d-4
3.8704d1	4.6926d-4
3.8867d1	4.3731d-4
3.9160d1	4.2365d-4
3.9450d1	4.4059d-4
3.9676d1	4.6761d-4
3.9907d1	4.9766d-4
4.0131d1	5.2667d-4
4.0332d1	5.5990d-4
4.0498d1	5.9640d-4
4.0665d1	6.3472d-4
4.0857d1	6.8131d-4
4.1059d1	7.2176d-4
4.1330d1	7.5427d-4
4.1685d1	7.3435d-4
4.1878d1	6.8719d-4
4.2015d1	6.3775d-4
4.2145d1	5.9432d-4
4.2272d1	5.5581d-4
4.2396d1	5.1796d-4
4.2519d1	4.8269d-4
4.2629d1	4.2966d-4
4.2829d1	4.0609d-4
4.2957d1	3.7978d-4
4.3108d1	3.5642d-4
4.3304d1	3.3450d-4
4.3491d1	3.1504d-4
4.3722d1	2.9605d-4
4.4001d1	2.8080d-4
4.4315d1	2.7315d-4
4.4656d1	2.7986d-4
4.4864d1	2.9776d-4
4.5030d1	3.1839d-4
4.5179d1	3.4286d-4
4.5329d1	3.6921d-4
4.5440d1	3.9480d-4
4.5580d1	4.2216d-4
4.5734d1	4.5460d-4
4.5944d1	4.8439d-4
4.6374d1	5.4751d-4
4.6635d1	5.7563d-4
4.6897d1	6.0053d-4
4.7186d1	6.2269d-4
4.7496d1	6.4226d-4
4.7838d1	6.4941d-4
4.8164d1	6.4400d-4
4.8491d1	6.3550d-4
4.8817d1	6.3966d-4
4.9113d1	6.6714d-4
4.9340d1	7.1029d-4
4.9531d1	7.5536d-4
4.9730d1	8.0211d-4
4.9992d1	8.4865d-4
5.0317d1	8.6560d-4
5.0660d1	8.4559d-4
5.0938d1	8.0739d-4
5.1194d1	7.6255d-4
5.1412d1	7.1898d-4
5.1655d1	6.7686d-4
5.1871d1	6.3775d-4
5.2110d1	5.9981d-4
5.2324d1	5.6805d-4
5.2545d1	5.0696d-4
5.2720d1	4.7546d-4
5.2876d1	4.4509d-4
5.3039d1	4.1478d-4
5.3202d1	3.8653d-4
5.3368d1	3.6021d-4
5.3545d1	3.3883d-4
5.3747d1	3.1886d-4
5.4010d1	3.0115d-4
5.4297d1	2.9105d-4
5.4624d1	2.8643d-4
5.4950d1	2.8803d-4
5.5325d1	2.9367d-4
5.5635d1	3.0163d-4
5.5945d1	3.0844d-4
5.6271d1	3.1712d-4
5.6556d1	3.2971d-4
5.6844d1	3.4410d-4
5.7111d1	3.5873d-4
5.7404d1	3.7425d-4
5.7707d1	3.8653d-4
5.8049d1	3.9447d-4
5.8408d1	3.9191d-4
5.8734d1	3.9040d-4
5.9109d1	3.7711d-4
5.9468d1	3.6661d-4
5.9750d1	3.5286d-4
6.0000d1	3.3670d-4
