2.50d1	9.1599d-4
2.55d1	7.1322d-4
2.60d1	5.4994d-4
2.65d1	4.2380d-4
2.70d1	2.8639d-4
2.75d1	2.6946d-4
2.80d1	3.9020d-4
2.85d1	3.8513d-4
2.90d1	2.9619d-4
2.95d1	3.6695d-4
3.00d1	3.3570d-4
3.05d1	2.6467d-4
3.10d1	2.6679d-4
3.15d1	2.8749d-4
3.20d1	3.0550d-4
3.25d1	3.1878d-4
3.30d1	3.9317d-4
3.35d1	5.8792d-4
3.40d1	7.6037d-4
3.45d1	6.2154d-4
3.50d1	5.7288d-4
3.55d1	5.9535d-4
3.60d1	4.0885d-4
3.65d1	3.4067d-4
3.70d1	4.5988d-4
3.75d1	5.3599d-4
3.80d1	4.6337d-4
3.85d1	5.1014d-4
3.90d1	7.1280d-4
3.95d1	7.9027d-4
4.00d1	6.3881d-4
4.05d1	4.0766d-4
4.10d1	3.2363d-4
4.15d1	3.4827d-4
4.20d1	4.1458d-4
4.25d1	4.3603d-4
4.30d1	3.8392d-4
4.35d1	2.8885d-4
4.40d1	2.3817d-4
4.45d1	2.9912d-4
4.50d1	4.4709d-4
4.55d1	5.7869d-4
4.60d1	6.6101d-4
4.65d1	6.2262d-4
4.70d1	4.7038d-4
4.75d1	2.9297d-4
4.80d1	2.4791d-4
4.85d1	2.7304d-4
4.90d1	3.1824d-4
4.95d1	3.8443d-4
5.00d1	3.9703d-4
5.05d1	3.5624d-4
5.10d1	3.3002d-4
5.15d1	2.9239d-4
5.20d1	2.6180d-4
5.25d1	3.1290d-4
5.30d1	4.2520d-4
5.35d1	4.8189d-4
5.40d1	4.3416d-4
5.45d1	3.3343d-4
5.50d1	2.7250d-4
5.55d1	3.2258d-4
5.60d1	4.7883d-4
5.65d1	6.2507d-4
5.70d1	6.6492d-4
5.75d1	6.3967d-4
5.80d1	6.3875d-4
5.85d1	6.5811d-4
5.90d1	6.9110d-4
5.95d1	6.3176d-4
6.00d1	5.0550d-4
6.05d1	3.8064d-4
6.10d1	3.6179d-4
6.15d1	3.7205d-4
6.20d1	3.1592d-4
6.25d1	2.5297d-4

