Mcdm  x=Enu/Mcdm	5		4		11		11               21		25		1		6		24		24		23              23		22		13               13		12                14              16		15		15
6.0	1.07152E-09	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51	9.9999982E-51
6.0	1.23027E-09	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51
6.0	1.41254E-09	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51
6.0	1.62181E-09	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51
6.0	1.86209E-09	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51	9.9999983E-51
6.0	2.13796E-09	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51
6.0	2.45471E-09	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51
6.0	2.81838E-09	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51
6.0	3.23594E-09	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51	9.9999984E-51
6.0	3.71535E-09	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51	9.9999985E-51
