Mcdm	X=Enu/Mcdm	1		2		3		4		5		6		21		24		23		15		12              14		16
3.0	0.005		0.000000E+00	0.000000E+00	0.000000E+00	2.696693E-03	0.000000E+00	0.000000E+00	8.279478E-06	0.000000E+00	0.000000E+00	5.122755E-02	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.015		0.000000E+00	0.000000E+00	0.000000E+00	1.573648E-02	0.000000E+00	0.000000E+00	6.977651E-05	0.000000E+00	0.000000E+00	1.176644E-01	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.025		0.000000E+00	0.000000E+00	0.000000E+00	4.163459E-02	0.000000E+00	0.000000E+00	7.922199E-05	0.000000E+00	0.000000E+00	2.242137E-01	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.035		0.000000E+00	0.000000E+00	0.000000E+00	7.427969E-02	0.000000E+00	0.000000E+00	2.329762E-04	0.000000E+00	0.000000E+00	3.473500E-01	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.045		0.000000E+00	0.000000E+00	0.000000E+00	1.077491E-01	0.000000E+00	0.000000E+00	2.435944E-04	0.000000E+00	0.000000E+00	4.767500E-01	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.055		0.000000E+00	0.000000E+00	0.000000E+00	1.408648E-01	0.000000E+00	0.000000E+00	4.175855E-04	0.000000E+00	0.000000E+00	6.012349E-01	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.065		0.000000E+00	0.000000E+00	0.000000E+00	1.692876E-01	0.000000E+00	0.000000E+00	4.177261E-04	0.000000E+00	0.000000E+00	7.387789E-01	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.075		0.000000E+00	0.000000E+00	0.000000E+00	1.936699E-01	0.000000E+00	0.000000E+00	6.852560E-04	0.000000E+00	0.000000E+00	8.658279E-01	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.085		0.000000E+00	0.000000E+00	0.000000E+00	2.118917E-01	0.000000E+00	0.000000E+00	6.483523E-04	0.000000E+00	0.000000E+00	1.050781E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.095		0.000000E+00	0.000000E+00	0.000000E+00	2.264364E-01	0.000000E+00	0.000000E+00	7.904665E-04	0.000000E+00	0.000000E+00	1.154417E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.105		0.000000E+00	0.000000E+00	0.000000E+00	2.341101E-01	0.000000E+00	0.000000E+00	8.261126E-04	0.000000E+00	0.000000E+00	1.209657E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.115		0.000000E+00	0.000000E+00	0.000000E+00	2.375699E-01	0.000000E+00	0.000000E+00	9.843909E-04	0.000000E+00	0.000000E+00	1.214585E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.125		0.000000E+00	0.000000E+00	0.000000E+00	2.400063E-01	0.000000E+00	0.000000E+00	8.340413E-04	0.000000E+00	0.000000E+00	1.212121E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.135		0.000000E+00	0.000000E+00	0.000000E+00	2.320755E-01	0.000000E+00	0.000000E+00	8.294098E-04	0.000000E+00	0.000000E+00	1.219232E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.145		0.000000E+00	0.000000E+00	0.000000E+00	2.258061E-01	0.000000E+00	0.000000E+00	5.892267E-04	0.000000E+00	0.000000E+00	1.201371E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.155		0.000000E+00	0.000000E+00	0.000000E+00	2.205381E-01	0.000000E+00	0.000000E+00	7.270570E-04	0.000000E+00	0.000000E+00	1.190405E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.165		0.000000E+00	0.000000E+00	0.000000E+00	2.138399E-01	0.000000E+00	0.000000E+00	6.364260E-04	0.000000E+00	0.000000E+00	1.194807E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.175		0.000000E+00	0.000000E+00	0.000000E+00	2.074698E-01	0.000000E+00	0.000000E+00	8.800444E-04	0.000000E+00	0.000000E+00	1.175943E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.185		0.000000E+00	0.000000E+00	0.000000E+00	1.948068E-01	0.000000E+00	0.000000E+00	8.298188E-04	0.000000E+00	0.000000E+00	1.166660E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.195		0.000000E+00	0.000000E+00	0.000000E+00	1.862304E-01	0.000000E+00	0.000000E+00	7.371277E-04	0.000000E+00	0.000000E+00	1.150634E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.205		0.000000E+00	0.000000E+00	0.000000E+00	1.806756E-01	0.000000E+00	0.000000E+00	5.485197E-04	0.000000E+00	0.000000E+00	1.140584E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.215		0.000000E+00	0.000000E+00	0.000000E+00	1.701214E-01	0.000000E+00	0.000000E+00	4.940036E-04	0.000000E+00	0.000000E+00	1.121480E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.225		0.000000E+00	0.000000E+00	0.000000E+00	1.590406E-01	0.000000E+00	0.000000E+00	4.689184E-04	0.000000E+00	0.000000E+00	1.115233E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.235		0.000000E+00	0.000000E+00	0.000000E+00	1.477737E-01	0.000000E+00	0.000000E+00	4.524577E-04	0.000000E+00	0.000000E+00	1.095736E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.245		0.000000E+00	0.000000E+00	0.000000E+00	1.378057E-01	0.000000E+00	0.000000E+00	4.548537E-04	0.000000E+00	0.000000E+00	1.080241E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.255		0.000000E+00	0.000000E+00	0.000000E+00	1.300375E-01	0.000000E+00	0.000000E+00	4.375955E-04	0.000000E+00	0.000000E+00	1.063459E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.265		0.000000E+00	0.000000E+00	0.000000E+00	1.222529E-01	0.000000E+00	0.000000E+00	3.294017E-04	0.000000E+00	0.000000E+00	1.051573E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.275		0.000000E+00	0.000000E+00	0.000000E+00	1.142848E-01	0.000000E+00	0.000000E+00	2.693406E-04	0.000000E+00	0.000000E+00	1.037842E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.0	0.285		0.000000E+00	0.000000E+00	0.000000E+00	1.044478E-01	0.000000E+00	0.000000E+00	3.532334E-04	0.000000E+00	0.000000E+00	1.014991E+00	0.000000E+00	0.000000E+00	0.000000E+00
